isin,euronext_code,stock_name,degiro_symbol,symbol,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry
NL0010832176,NL0010832176-XBRU,argenx SE,ARGX,ARGX,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,TRUE,R,,Biotechnology
NL0015000N33,NL0015000N33-MTAA,ARISTON HOLDING,ARIS,ARIS,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Building: Climate Control
IT0004720733,IT0004720733-MTAA,Alerion Clean Power SpA,ARN,ARN,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Alternative Electricity
FR0012185536,FR0012185536-XPAR,Artea SA,ARTE,ARTE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0000076952,FR0000076952-XPAR,Artois,ARTO,ARTO,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Mortgage Finance
IT0004093263,IT0004093263-MTAA,Ascopiave SpA,ASC,ASC,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Gas Distribution
BE0003856730,BE0003856730-XBRU,Ascencio,ASC,ASCE,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Retail REITs
NL0000334118,NL0000334118-XAMS,ASM International,ASM,ASM,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,,Production Technology Equipment
NL0010273215,NL0010273215-XAMS,ASML Holding NV,ASML,ASML,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,CX,Production Technology Equipment
NL0011872643,NL0011872643-XAMS,ASR Nederland NV,ASRNL,ASRNL,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,,Full Line Insurance
FR0000074148,FR0000074148-XPAR,Assystem,ASY,ASY,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Engineering and Contracting Services
FR0000071946,FR0000071946-XPAR,Alten,ATE,ATE,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Computer Services
BE0003837540,BE0003837540-XBRU,Atenor,ATEB,ATEB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Real Estate Holding and Development
FR0011992700,FR0011992700-XPAR,Ateme SA,ATEME,ATEME,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
FR0013455482,FR0013455482-XPAR,Fonciere Atland SA,FATL,ATLD,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Industrial REITs
FR0000051732,FR0000051732-XPAR,Atos,ATO,ATO,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Computer Services
FR0000063737,FR0000063737-XPAR,Aubay,AUB,AUB,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Computer Services
FR0000061780,FR0000061780-XPAR,Augros Cosmetic Packaging,AUGR,AUGR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Containers and Packaging
FR0000039232,FR0000039232-XPAR,Aurea,AURE,AURE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Waste and Disposal Services
IT0000084043,IT0000084043-MTAA,Autostrade Meridionali SpA,AUTME,AUTME,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Transportation Services
IT0005366601,IT0005366601-MTAA,ANTARES VISION,AV,AV,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Electronic Equipment: Control and Filter
IT0005119810,IT0005119810-MTAA,Avio SpA,AVIO,AVIO,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Aerospace
NL0012047823,NL0012047823-XAMS,Avantium NV,AVTX,AVTX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Specialty Chemicals
GB00BQQFX454,GB00BQQFX454-XAMS,Accsys Technologies PLC,AXS,AXS,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Building Materials: Other
FR0011040500,FR0011040500-XPAR,Axway Software SA,AXW,AXW,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
BE0974400328,BE0974400328-XBRU,AZELIS GROUP NV,AZE,AZE,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,CX,Chemicals: Diversified
IT0003261697,IT0003261697-MTAA,Azimut Holding,AZM,AZM,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Asset Managers and Custodians
NL00150006Z9,NL00150006Z9-XAMS,Azerion Group N.V.,AZRN,AZRN,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Electronic Entertainment
IT0004412497,IT0004412497-MTAA,BASTOGI SPA,B,B,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Professional Business Support Services
LU2355630455,LU2355630455-XAMS,BenevolentAI,BAI,BAI,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Biotechnology
MC0000031187,MC0000031187-XPAR,Bains de Mer Monaco,BAIN,BAIN,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Casinos and Gambling
FR0013258399,FR0013258399-XPAR,Balyo SA,BALYO,BALYO,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Machinery: Industrial
IT0005218380,IT0005218380-MTAA,Banco BPM SpA,BAMI,BAMI,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Banks
NL0000337319,NL0000337319-XAMS,BAM Groep Koninklijke,BAMNB,BAMNB,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Construction
IT0001033700,IT0001033700-MTAA,BasicNet SpA,BAN,BAN,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Apparel Retailers
BE0003870871,BE0003870871-XBRU,Banimmo A,BANI,BANI,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Real Estate Holding and Development
BE0974362940,BE0974362940-XBRU,Barco NV,BAR,BAR,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Computer Hardware
BE0003674851,BE0003674851-XBRU,Basilix,BAS,BAS,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Real Estate Holding and Development
FR0004023208,FR0004023208-XPAR,Les Nouveaux Constructeurs,LNC,BASS,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0000120966,FR0000120966-XPAR,SOCIETE BIC S.A.,BB,BB,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Nondurable Household Products
NL0000339703,NL0000339703-XAMS,Beter Bed Holding,BBED,BBED,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Home Improvement Retailers
ES0113211835,ES0113211835-TNLB,Banco Bilbao Vizcaya Argentaria SA,BBV,BBV,D,EUR,320,EBR,TNLB,Euronext Brussels,belgium,FALSE,R,,Banks
IT0004764699,IT0004764699-MTAA,Brunello Cucinelli SpA,BC,BC,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Clothing and Accessories
BE0974281132,BE0974281132-XBRU,Biocartis Group NV,BCART,BCART,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Health Care Services
PTBCP0AM0015,PTBCP0AM0015-XLIS,Banco Comercial Portugues SA,BCP,BCP,B,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,CX,Banks
IT0001041000,IT0001041000-MTAA,Banco di Desio e della Brianza SpA,BDB,BDB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Banks
IT0001223277,IT0001223277-MTAA,Beghelli SpA,BE,BE,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Electronic Equipment: Gauges and Meters
BE0003661726,BE0003661726-XBRU,Beaulieulaan,BEAB,BEAB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Open End and Miscellaneous Investment Vehicles
IT0001268561,IT0001268561-MTAA,B & C Speakers SpA,BEC,BEC,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Consumer Electronics
BE0974258874,BE0974258874-XBRU,NV Bekaert SA,BEKB,BEKB,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Iron and Steel
BE0003723377,BE0003723377-XBRU,Beluga,BELU,BELU,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Diversified Financial Services 
BE0974314461,BE0974314461-XBRU,BELYSSE GROUP N.V.,BALTA,BELYS,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Household Furnishings
FR0000035164,FR0000035164-XPAR,Beneteau,BEN,BEN,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Recreational Vehicles and Boats
FR0000062341,FR0000062341-XPAR,Financi��re et Immobili��re de l'Etang de Berre et de la Mediterran��e,BERR,BERR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
NL0012866412,NL0012866412-XAMS,BE Semiconductor Industries NV,BESI,BESI,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,TRUE,R,,Semiconductors
NL0000285278,NL0000285278-XAMS,Bever Holding,BEVER,BEVER,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Real Estate Holding and Development
IT0005244402,IT0005244402-MTAA,BFF Bank SpA,BFF,BFF,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Diversified Financial Services 
IT0005187460,IT0005187460-MTAA,BF SpA,BFG,BFG,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Farming/Fishing/Ranching and Plantations
NL0011872650,NL0011872650-XAMS,Basic Fit NV,BFIT,BFIT,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Recreational Services
IT0001031084,IT0001031084-MTAA,Banca Generali SpA,BGN,BGN,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Banks
IT0004222102,IT0004222102-MTAA,Bialetti Industrie SpA,BIA,BIA,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Household Equipment and Products
IT0005516130,IT0005516130-MTAA,BIOERA,BIE,BIE,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Food Products
FR0000074072,FR0000074072-XPAR,Bigben Interactive,BIG,BIG,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Electronic Entertainment
FR0013280286,FR0013280286-XPAR,Biomerieux SA,BIM,BIM,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Medical Equipment
CH0038389992,CH0038389992-MTAA,BB Biotech AG,BION,BION,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Closed End Investments
BE0974280126,BE0974280126-XBRU,Bone Therapeutics SA,BOTHE,BIOS,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Biotechnology
FR0000035370,FR0000035370-XPAR,Bastide le Confort,BLC,BLC,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Health Care Services
FR0000062150,FR0000062150-XPAR,Bleecker,BLEE,BLEE,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Office REITs
FR0014003FE9,FR0014003FE9-XPAR,BELIEVE PROMESSES,BLV,BLV,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Media Agencies
IT0004776628,IT0004776628-MTAA,Banca Mediolanum SpA,BMED,BMED,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Diversified Financial Services 
IT0005508921,IT0005508921-MTAA,BANCA MONTE PASCHI SIE,BMPS,BMPS,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Banks
FR0000120644,FR0000120644-XPAR,Danone,BN,BN,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Food Products
BE0003008019,BE0003008019-XBRU,Nationale Bank van Belgi?,BNB,BNB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Banks
FR0000131104,FR0000131104-XPAR,BNP Paribas,BNP,BNP,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Banks
IT0003217335,IT0003217335-MTAA,Borgosesia SpA,BO,BO,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Machinery: Specialty
FR0000061129,FR0000061129-XPAR,Boiron,BOI,BOI,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Pharmaceuticals
FR0000039299,FR0000039299-XPAR,Bollor��,BOL,BOL,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Transportation Services
NL0010998878,NL0010998878-XAMS,Lucas Bols Amsterdam BV,BOLS,BOLS,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Distillers and Vintners
FR0000063935,FR0000063935-XPAR,Bonduelle,BON,BON,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Food Products
IT0000066123,IT0000066123-MTAA,BPER BANCA,BPE,BPE,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Banks
BE0974268972,BE0974268972-XBRU,Bpost SA,BPOST,BPOST,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Delivery Services
IT0000784196,IT0000784196-MTAA,BANCA POPOLARE DI SONDRIO,BPSO,BPSO,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Banks
IT0005252728,IT0005252728-MTAA,Freni Brembo SpA,BRE,BRE,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Auto Parts
LU1068091351,LU1068091351-XBRU,Brederode SA,BREB,BREB,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,CX,Asset Managers and Custodians
IT0000066180,IT0000066180-MTAA,Brioschi Sviluppo Immobiliare SpA,BRI,BRI,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Real Estate Holding and Development
NL0000442523,NL0000442523-XAMS,Brill Koninklijke,BRILL,BRILL,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Publishing
NL0010776944,NL0010776944-XAMS,Brunel International NV,BRNL,BRNL,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Business Training and Employment Agencies
FR0000074254,FR0000074254-XPAR,Bourse Direct,BSD,BSD,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Investment Services
LU1789205884,LU1789205884-XAMS,B&S Group SA,BSGR,BSGR,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Diversified Retailers
IT0003097257,IT0003097257-MTAA,Biesse,BSS,BSS,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Machinery: Industrial
IT0003173629,IT0003173629-MTAA,Banca Sistema SpA,BST,BST,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Banks
BE0974386188,BE0974386188-XBRU,BIOTALYS,BTLS,BTLS,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Fertilizers
FR0000062788,FR0000062788-XPAR,Barbara Bui,BUI,BUI,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Clothing and Accessories
FR0000061137,FR0000061137-XPAR,Burelle,BUR,BUR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Auto Parts
FR0006174348,FR0006174348-XPAR,Bureau Veritas,BVI,BVI,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Professional Business Support Services
IT0001487047,IT0001487047-MTAA,Fullsix SpA,BWZ,BWZ,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Computer Services
IT0001347308,IT0001347308-MTAA,Buzzi Unicem,BZU,BZU,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Cement
FR0000120172,FR0000120172-XPAR,Carrefour,CA,CA,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Food Retailers and Wholesalers
NL00150000S7,NL00150000S7-XAMS,CABKA N.V ,CABKA,CABKA,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Containers and Packaging
GG00BMB5XZ39,GG00BMB5XZ39-XAMS,DISRUPTIVE CAP SHA,DCACS,CABLE,D,GBP,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Electrical Components
FR0000045528,FR0000045528-XPAR,Cr��dit Agricole d'Ile-de-France,CAF,CAF,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0010151589,FR0010151589-XPAR,CAFOM S.A.,CAFO,CAFO,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Retailers
IT0004329733,IT0004329733-MTAA,Cairo Communication,CAI,CAI,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Media Agencies
IT0003127930,IT0003127930-MTAA,Caltagirone SpA,CALT,CALT,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Building Materials: Other
BE0003825420,BE0003825420-XBRU,Campine,CAMB,CAMB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Specialty Chemicals
BE0974298300,BE0974298300-ALXB,Candela Invest SA,CAND,CAND,D,EUR,320,EBR,ALXB,Euronext Brussels,belgium,FALSE,R,,Diversified Financial Services 
FR0000125338,FR0000125338-XPAR,Capgemini,CAP,CAP,A,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Computer Services
FR0010828137,FR0010828137-XPAR,Carmila,CARD,CARM,C,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,,Retail REITs
FR0000064156,FR0000064156-XPAR,Carpinienne de Participations,CARP,CARP,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0000045544,FR0000045544-XPAR,Cr��dit Agricole Toulouse 31 CCI,CAT31,CAT31,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0010193052,FR0010193052-XPAR,Catana Group,CATG,CATG,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Recreational Vehicles and Boats
US1491231015,US1491231015-XPAR,Caterpillar,CATR,CATR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Machinery: Construction and Handling
FR0000079659,FR0000079659-XPAR,Compagnie du Cambodge,CBDG,CBDG,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Financial Services 
FR0010193979,FR0010193979-XPAR,Cbo Territoria,CBOT,CBOT,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0006239109,FR0006239109-XPAR,Soci��t�� Centrale des Bois et Scieries de la Manche,CBSM,CBSM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified REITs
GB00BDCPN049,GB00BDCPN049-XAMS,Coca-Cola European Partners PLC,CCE,CCEP,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,CX,Soft Drinks
FR0000044364,FR0000044364-XPAR,Cr��dit Agricole Mutuel de Normandie Seine,CCN,CCN,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000053324,FR0000053324-XPAR,Compagnie des Alpes,CDA,CDA,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Recreational Services
FR0000130403,FR0000130403-XPAR,Christian Dior,CDI,CDI,B,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Clothing and Accessories
IT0003121677,IT0003121677-MTAA,Credito Emiliano SpA,CE,CE,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Banks
IT0001472171,IT0001472171-MTAA,Caltagirone Editore SpA,CED,CED,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Publishing
IT0005244618,IT0005244618-MTAA,Cellularline SpA,CELL,CELL,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Specialty Retailers
NL0013995087,NL0013995087-MTAA,Cementir Holding NV,CEM,CEM,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Cement
FR0000036675,FR0000036675-XPAR,Groupe Crit,CEN,CEN,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Business Training and Employment Agencies
BE0974303357,BE0974303357-XBRU,Cenergy Holdings SA,CENER,CENER,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Electrical Components
BE0003883031,BE0003883031-XBRU,CIE D ENTREPRISES CFE - CFE SA,CFEB,CFEB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Construction
PTCFN0AE0003,PTCFN0AE0003-XLIS,Cofina,CFN,CFN,D,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,,Publishing
FR0013181864,FR0013181864-XPAR,CGG SA,CGG,CGG,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Oil Equipment and Services
FR0000053506,FR0000053506-XPAR,Cegedim,CGM,CGM,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Computer Services
FR0000060907,FR0000060907-XPAR,Chausseria,CHSR,CHSR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Footwear
IT0003389522,IT0003389522-MTAA,Compagnia Immobiliare Azionaria SpA,CIA,CIA,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Real Estate Holding and Development
IT0000070786,IT0000070786-MTAA,Cofide SpA,CIR,CIR,C,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Diversified Industrials
FR0000045213,FR0000045213-XPAR,Cr��dit Agricole Mutuel de l'Ille et Vilaine,CIV,CIV,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0013426004,FR0013426004-XPAR,Claranova SA,CLA,CLA,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
FR0010386334,FR0010386334-XPAR,Korian,KORI,CLARI,C,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Health Care Facilities
IT0005117848,IT0005117848-MTAA,Class Editori SpA,CLE,CLE,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Publishing
BE0003463685,BE0003463685-XBRU,CUMULEX,SUCR,CLEX,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Food Products
IT0003025019,IT0003025019-MTAA,Caleffi SpA,CLF,CLF,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Household Equipment and Products
IT0003023980,IT0003023980-MTAA,Centrale del Latte d'Italia SpA,CLI,CLI,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Food Products
IT0001128047,IT0001128047-MTAA,Cembre SpA,CMB,CMB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Electrical Components
NL0012747059,NL0012747059-XAMS,CM.com NV,CMCOM,CMCOM,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,FALSE,R,,Computer Services
FR0000045551,FR0000045551-XPAR,Cr��dit Agricole du Morbihan,CMO,CMO,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
FR0000185514,FR0000185514-XPAR,Cr��dit Agricole Mutuel du Nord de France,CNF,CNDF,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
IT0004105653,IT0004105653-MTAA,Conafi Prestito SpA,CNF,CNF,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Consumer Lending
NL0010545661,NL0010545661-MTAA,CNH Industrial NV,CNHI,CNHI,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Machinery: Agricultural
IT0005466153,IT0005466153-MTAA,CIVITANAVI SYSTEMS,CNS,CNS,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,D15,,Electronic Equipment: Gauges and Meters
NL0010949392,NL0010949392-XPAR,Cnova NV,CNV,CNV,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Diversified Retailers
FR0000125585,FR0000125585-XPAR,Casino Guichard,CO,CO,C,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,CX,Food Retailers and Wholesalers
BE0003519270,BE0003519270-ALXB,Co.Br.Ha.,COBH,COBH,D,EUR,320,EBR,ALXB,Euronext Brussels,belgium,FALSE,R,,Brewers
FR0010667147,FR0010667147-XPAR,Coface SA,COFA,COFA,B,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Property and Casualty Insurance
BE0003593044,BE0003593044-XBRU,Cofinimmo,COFB,COFB,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,TRUE,R,CX,Health Care REITs
FR0004031763,FR0004031763-XPAR,Coheris,COH,COH,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Software
BE0974256852,BE0974256852-XBRU,Colruyt,COLR,COLR,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,TRUE,R,CX,Food Retailers and Wholesalers
BE0003592038,BE0003592038-XBRU,Compagnie du Bois Sauvage,COMB,COMB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,,Asset Managers and Custodians
PTCOR0AE0006,PTCOR0AE0006-XLIS,Corticeira Amorim,COR,COR,C,EUR,560,ELI,XLIS,Euronext Lisbon,portugal,FALSE,R,,Containers and Packaging
FR0000065393,FR0000065393-XPAR,Courtois,COUR,COUR,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Real Estate Holding and Development
FR0000064578,FR0000064578-XPAR,COVIVIO,COV,COV,B,EUR,710,EPA,XPAR,Euronext Paris,france,TRUE,R,CX,Office REITs
FR0000060303,FR0000060303-XPAR,COVIVIO HOTELS,COVH,COVH,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Hotel and Lodging REITs
BE0974273055,BE0974273055-XBRU,Care Property Invest NV,CPINV,CPINV,C,EUR,320,EBR,XBRU,Euronext Brussels,belgium,FALSE,R,CX,Residential REITs
NL0015435975,NL0015435975-MTAA,Davide Campari Milano NV,CPR,CPR,A,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,FALSE,CX,D15,Distillers and Vintners
FR0000044323,FR0000044323-XPAR,Cr��dit Agricole Mutuel Alpes Provence,CRAP,CRAP,D,EUR,710,EPA,XPAR,Euronext Paris,france,FALSE,R,,Banks
