证券代码,股票名称,概念名称,概念解析
920060.BJ,万源通,汽车热管理,"招股说明书显示,在汽车电子领域,公司以汽车ADAS 系统、热管理系统(电池模块)、汽车动力电池、逆变器、车身控制系统为切入点,参与立讯精密、科世达、马瑞利、埃泰克等多家研发项目。"
688708.SH,佳驰科技,新材料,"招股意向书显示,公司主要产品为隐身功能涂层材料、隐身功能结构件、电磁兼容材料,其中隐身功能涂层材料、隐身功能结构件应用于武器装备隐身领域,电磁兼容材料应用于电子信息电磁兼容领域。"
603759.SH,海天股份,储能,"公司根据战略发展规划,在巩固现有业务经营业绩的同时,拟进一步开拓储能领域业务。为此,公司于2022年6月2日与兴储世纪签订《增资扩股协议》,以自有资金5,000万元认购兴储世纪部分增资发行股份,其中1,949.0898万元用于增加注册资本,其余3,050.9102万元计入资本公积。增资完成后公司持有兴储世纪股份比例1.59%。"
603701.SH,德宏股份,储能,"2022年12月5日回复称浙江全维度能源科技有限公司是公司的参股子公司,其主要从事储能系统、新能源电源相关产品的研发、设计、生产和销售,产品技术涵盖便携式储能、家用储能、工商业储能、逆变器、电池管理系统(BMS)、储能变流器(PCS)、能源管理系统(EMS)等,该公司目前主要产品为便携式储能电源等,家用储能电源是该公司计划重点发展的业务之一。"
002708.SZ,光洋股份,股权转让,"2024年7月25日,光洋股份公告,公司实际控制人富海光洋基金与黄山富海基金签订股权转让协议,黄山富海基金受让光洋控股81.667%股权,交易总价款为11.57亿元。本次交易完成后,公司实际控制人将由富海光洋基金变更为黄山市国资委,光洋控股仍为公司控股股东。"
002553.SZ,南方精工,减速器,2022年7月29日回复称公司应用于工业机器人上的主要是RV减速机用轴承等精密零部件产品。
603038.SH,华立股份,并购重组,"2024年9月3日公告,公司拟以现金方式收购苏州尚源智能科技有限公司51%股权,交易对价合计为3.58亿元。本次交易采用收益法作为最终评估结论,截至评估基准日,采用收益法评估后尚源智能股东全部权益价值为7.02亿元,评估增值4.59亿元。本次交易拟采取分五期付款的方式进行支付,并设置了2024年度、2025年度及2026年度的三年期业绩承诺。本次交易完成后,公司将向目标公司董事会派驻多数董事在决策层面实施控制。"
002862.SZ,实丰文化,ChatGPT,"2023年7月24日回复称实丰文化发展股份有限公司紧跟科技发展大势,研发了飞飞兔GPT智能玩具,目前该产品正在内测,预计今年年底上市销售。"
600354.SH,敦煌种业,股权转让,"2024年7月17日晚间,敦煌种业披露公告称,公司控股股东由酒泉市政府国资委变更为酒泉钢铁(集团)有限责任公司(以下简称“酒钢集团”),实际控制人由酒泉市政府国资委变更为甘肃省国资委。"
601177.SH,杭齿前进,军民融合,"结合我国大力推进军民产业融合的有利时机,发挥公司具备装备承制资格的优势,加大军品市场的拓展力度,积极扩大船用军品销售收入,巩固陆军摩擦片市场及特种车辆传动产品市场,扩大军品配套量。"
603676.SH,卫信康,维生素,"2020年11月30日回复称公司产品线中有不少具备竞争力的优势产品,如小儿注射用多种维生素(13)、多种微量元素注射液等新产品均具有较强的市场竞争力。"
601956.SH,东贝集团,跨境电商,"2022年05月27日回复称公司自营品牌B2C跨境电商业务已开启,在亚马逊、阿里巴巴国际站等平台按照多品牌、多店铺、多平台、制冷制热餐饮设备综合一站式解决方案等方式开展业务。"
000153.SZ,丰原药业,新冠药物,"2022年半年报显示公司生产原料有乙酰氨基酚。根据新冠病毒感染者居家治疗常用药参考表,对乙酰氨基酚为发热推荐用药。"
600573.SH,惠泉啤酒,合成生物,"2021年度社会责任报告显示,公司与厦门大学合作的《利用合成生物技术改造酿酒酵母生产精酿啤酒》科研项目9经泉州市科技局立项后已实现量产,并于2021年12月顺利通过项目验收。"
002760.SZ,凤形股份,发电机,2020年年报显示子公司康富科技主营业务为高效环保发电机及其特定场景应用的研发、制造、销售与服务。
605158.SH,华达新材,一带一路,"2020年7月17日招股书显示公司积极响应“一带一路”合作倡议,出口额连续三年突破10亿元,产品目前主要销往华东地区及东南亚、南亚、西亚、东欧、南美等40多个国家和地区。"
688118.SH,普元信息,举牌,"2024年11月09日公告显示获黄泽丰,程银娥举牌。"
600052.SH,东望时代,股权转让,"2021年7月13日公告显示权益变动后,公司控股股东及实际控制人分别为东科数字、东阳市国资办。"
601599.SH,浙文影业,影视,"分别收购电视剧制作商世纪长龙、天意影视。代表作品包括电视剧《士兵突击》、《我的团长我的团》,电影《大圣归来》;18年占电影《红海行动》总投资比例的10%"
002933.SZ,新兴装备,低空经济,"2024年3月26日回复称,公司舵机类、发电机等产品可应用于无人机领域。公司主营业务是以伺服控制技术为核心的航空装备产品的研发、生产、销售及相关服务,公司产品可广泛应用于直升机、固定翼飞机和无人机等航空装备领域。"
002622.SZ,皓宸医疗,蚂蚁,"2018年6月1日回复称公司控股子公司辰商软件已经与阿里1688、阿里云、蚂蚁金服、商汤科技等阿里巴巴集团相关公司成立了专项项目组,针对公司开展并完善电商、新零售、大数据、人工智能方面解决方案。"
002923.SZ,润都股份,合成生物,"2023年年报显示,随着研发中心的不断完善及荆门生产基地建设的推进,公司已建成了具备合成生物学技术、连续流反应、超高温、超低温、剧毒品(氰化钠、叠氮化钠等)使用等优势的技术平台,为公司布局高技术门槛制剂、原料药品种的研发提供更多可能,具备了为CMO、CDMO客户提供高技术门槛服务的能力。"
600796.SH,钱江生化,合成生物,"2024年5月6日回复称,公司拥有先进的生物发酵技术,同时建立了分子生物学平台,在菌种改良及构建方面有相应的研究。"
600560.SH,金自天正,新型工业化,公司从事的主要业务是工业自动化领域的工业计算机控制系统、电气传动装置、工业检测及控制仪表等三电产业相关产品的研制、生产、销售及承接工业自动化工程和技术服务等。
002136.SZ,安纳达,磷化工,"2020年年报显示公司主要产品包括磷酸铁又名磷酸高铁、正磷酸铁,是铁盐溶液和磷酸钠作用的盐,其中的铁为正三价。主要用于磷酸铁锂电池材料、催化剂及陶瓷等。"
002762.SZ,金发拉比,托育服务,2021年半年报显示公司主营婴幼儿消费品的设计研发、生产、销售。
600149.SH,廊坊发展,股权转让,"2021年4月30日公告显示廊坊控股的股东由廊坊市自然资源和规划局变更为廊坊市财政局,本次划转完成后,廊坊市财政局将成为廊坊发展的实际控制人。"
002870.SZ,香山股份,举牌,2024年08月08日公告显示获宁波均胜电子股份有限公司举牌。
603926.SH,铁流股份,新能源车,"2020年4月24日年报显示:公司注重新品研发和试制,特别是在液力变矩器、飞轮扭转减振器和新能源汽车零部件方面,不断取得新项目,并得到新老客户的高度认可,在行业内享有较高知名度。"
603052.SH,可川科技,AI眼镜,"2024年8月15日回复称,公司以 CMOS 芯片保护膜产品为支点,大力拓展半导体领域客户群,成功通过多家客户的产品测试验证并逐步实现量产,初步形成了以 CMOS 保护膜、硅基 OLED 保护膜为代表的半导体功能性器件产品矩阵。目前公司产品主要应用于 CMOS 图像传感器芯片及硅基 OLED 芯片的制程中,下游终端产品包括MR、AR/VR智能眼镜设备、手机/车载/安防/医疗摄像模组等,公司产品应用场景广阔。未来,公司将继续发掘相关客户的需求,进一步扩充半导体功能性器件产品品类,力争实现新的突破。"
002980.SZ,华盛昌,血氧仪,"2022年半年报显示身体指标检测类:血压、血氧、体温的迭代新品均己过临床测试,围绕个人身体指标监测的创新品在持续打磨中。"
603136.SH,天目湖,在线旅游,公司从事的主要业务包括景区与主题乐园业务、酒店业务、综合商业、旅行社业务、综合业务。
002363.SZ,隆基机械,华为汽车,"2023年10月16日回复称,公司目前主要为赛力斯m5、m7新能源汽车批量供应汽车制动盘等制动部件产品。"
600980.SH,北矿科技,央企改革,"公司的实际控制人为国务院国有资产监督管理委员会,公司的组织形式为中央国有企业。"
000702.SZ,正虹科技,股权转让,"2022年11月15日公告显示控股股东岳阳市屈原农垦有限责任公司向岳阳观盛投资发展有限公司之控股子公司岳阳观盛农业科技有限责任公司转让其持有的公司40,341,811股股份(占发行前公司总股本的15.13%),将其本次股份转让完成后所直接持有的公司全部剩余股份之表决权委托给观盛投资。"
605299.SH,舒华体育,华为,"2020年12月,公司与华为签署华为智选生态产品合作协议,开展华为智选合作项目。"
603117.SH,万林物流,股权转让,"2021年5月19日公告显示股份转让后共青城铂瑞成为公司的控股股东,樊继波先生成为公司实际控制人。"
002953.SZ,日丰股份,华为,"2021年1月12日公告显示公司拟收购天津有容蒂康通讯技术公司100%股权。天津有容蒂康通讯技术公司主要从事通信电缆的研发、生产和销售,主要生产移动通讯用MDF电缆、DDF电缆、数据传输用电缆等产品,产品已广泛应用于华为技术、中兴通讯、烽火通讯及其他通讯设备生产企业。"
000576.SZ,甘化科工,碳化硅,"2020年9月18日回复称公司旗下的苏州锴威特半导体股份有限公司在功率半导体及模拟集成电路设计领域拥有强大的研发团队和丰富的产业资源。开发的SiC功率器件已成功实现产业化,铠威特所处行业市场规模大,未来发展态势向好。"
603361.SH,浙江国祥,节能环保,公司主要从事工业及商业中央空调类专用设备的研发、生产和销售。公司产品具有节能、环保、智能的特性。
002227.SZ,奥特迅,高压快充,"2022年10月31日回复称奥特迅是国内最早研发制造电动汽车充电设备的企业,始终聚焦电动汽车快充技术的研究开发和应用。"
001217.SZ,华尔泰,氢能源,"2024年3月7日回复称,公司合成氨装置生产液氨过程中副产氢气。"
688688.SH,蚂蚁集团,数据中心,"2020年10月22日招股书显示公司开发了系列称为SOFAStack的中间件技术,用来实现高性能和高可靠的金融级分布式架构。"
600558.SH,大西洋,超超临界发电,"公司回复称公司产品包括普通焊接材料和特种焊接材料,其中用于高端装备制造配套焊接材料,如大型球罐用焊接材料、临氢钢用焊接材料、核岛主设备用焊接材料、抗氢钢焊接材料、深冷低温不锈钢焊接材料、超超临界锅炉用焊接材料等均属于高端焊接材料产品。"
