股票代码,股票简称,最新价,最新涨跌幅,所属概念,公司亮点,所属同花顺行业,所属指数类,所属概念数量,a股市值(不含限售股)[20230920],最新dde大单净额,总股本[20230920],市盈率(pe)[20230920],market_code,code
001255.SZ,博菲电气,32.81,-0.455,核准制次新股;新股与次新股;风电;共同富裕示范区;新能源汽车;核电;长三角一体化;专精特新;轨道交通;磁悬浮;光伏概念,电气绝缘材料研发企业,基础化工-化工合成材料-合成树脂,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证全指;制造指数;同花顺全A;新指数;深证A指;深证综指,11,656200000.000,-358155.000,80000000.00,43.516,33,001255
000800.SZ,一汽解放,8.76,-0.455,中朝贸易区;融资融券;深股通;转融券标的;华为概念;富时罗素概念;军工;富时罗素概念股;标普道琼斯A股;燃料电池;新能源汽车;汽车制造概念;地方国企改革;央企国企改革;国企改革;半年报预增;无人驾驶,中国一汽集团旗下，国内重卡行业领先企业,交运设备-汽车整车-商用载货车,300精明;300精明HKD;300精明USD;中证200;中证700;中证800;中证800USD;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;汽车指数;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);深证1000;深证200;深证300;深证A指;深证成指;深证综指,17,40493231000.000,-390077.000,4637332330.00,50.610,33,000800
002822.SZ,中装建设,4.37,-0.456,PPP概念;粤港澳大湾区;云计算;光伏建筑一体化;装配式建筑;华为概念;光伏概念;风电;物业管理;杭州亚运会;基建工程;数据中心;新型城镇化;新基建;东数西算（算力）;医疗器械概念;冬奥会;精装修;数字货币;金融科技;乡村振兴;区块链;算力租赁,大型综合性建筑装饰设计与施工企业,建筑装饰-建筑装饰-装饰园林,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;建筑指数;新指数;深证A指;深证综指,23,2870730000.000,-7615689.000,713618554.00,-27.149,33,002822
300481.SZ,濮阳惠成,17.48,-0.456,新材料概念;OLED材料;OLED;专精特新;氢能源;风电;融资融券;转融券标的;深股通;养老金持股,国内领先的顺酐酸酐衍生物生产企业,电子-电子化学品-电子化学品Ⅲ,中小创新;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业300;创业基础;创业板综;制造指数;化学指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,10,5129760000.000,-2567207.000,296382447.00,18.218,33,300481
000590.SZ,启迪药业,8.69,-0.458,医保目录;保健品;健康中国;流感;中医药;养老概念,国目前最大的中、西、生化制药联合生产企业之一,医药生物-中药-中药Ⅲ,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;医药指数;同花顺全A;新指数;深证A指;深证综指,6,2080179400.000,-775337.000,239471267.00,163.023,33,000590
605080.SH,浙江自然,28.17,-0.459,人民币贬值受益;露营经济;外贸受益概念;共同富裕示范区;养老金持股,户外运动用品产品种类相对较齐全的企业之一。,轻工制造-家用轻工-文娱用品,A股指数;上证指数;上证流通;中型综指;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,1326047540.000,1703940.000,141573040.00,16.545,17,605080
301111.SZ,粤万年青,19.50,-0.459,融资融券;中医药;口罩;幽门螺杆菌概念;新冠治疗;转融券标的;流感,主营中成药的企业,医药生物-中药-中药Ⅲ,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,7,1367700400.000,-4087.440,160000000.00,62.890,33,301111
300229.SZ,拓尔思,17.36,-0.459,反恐;大数据反恐;网络安全;SNS概念;腾讯概念;人工智能;大数据;智慧党建;超级计算机;电子信息;虚拟机器人;云计算;知识产权保护;互联网金融;军民融合;军工;金融科技;深股通;融媒体;虚拟数字人;元宇宙;数据安全;东数西算（算力）;数据中心;数字经济;国资云;IPV6;华为概念;电子身份证;智慧政务;乡村振兴;专精特新;信创;融资融券;转融券标的;web3.0;AIGC概念;世界杯;ChatGPT概念;阿里巴巴概念;MLOps概念;数据要素;杭州亚运会;养老金持股;华为鲲鹏,中国人工智能、大数据和数据安全领域的领先企业,计算机-计算机应用-软件开发,IT指数;中创400;中创500;中小创新;中证1000;中证1000USD;中证A股;中证全指;中证流通;创业300;创业基础;创业板综;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,45,13795649000.000,-15357656.000,795291951.00,99.120,33,300229
871396.BJ,常辅股份,6.50,-0.459,融资融券,行业内取得民用核安全设备设计和制造许可证的首批企业之一,机械设备-自动化设备-其他自动化设备,中证A股;中证流通,1,252744770.000,,58590280.00,19.647,151,871396
688025.SH,杰普特,71.43,-0.460,融资融券;华为概念;苹果概念;集成电路概念;转融券标的;专精特新;宁德时代概念;比亚迪概念;光伏概念;钙钛矿电池;VR设备;虚拟现实;TOPCON电池;沪股通;MR（混合现实）,生产激光光源、激光智能装备和光纤器件的国家级高新技术企业,机械设备-自动化设备-激光设备,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,15,6785203200.000,-7910722.900,94990945.00,69.194,17,688025
833575.BJ,康乐卫士,15.10,-0.461,新股与次新股;重组蛋白;HPV疫苗;送转填权;融资融券,主营重组蛋白疫苗，核心在研项目为HPV疫苗,医药生物-生物制品-疫苗,,5,2019333300.000,,280940000.00,-14.840,151,833575
603516.SH,淳中科技,15.13,-0.461,安防;军工;超清视频;芯片概念;航空航天;智慧城市;华为概念;星闪概念,从事显控系统设备及解决方案的提供，一直处于行业技术领先地位,计算机-计算机设备-计算机设备Ⅲ,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,8,2801917300.000,453854.000,185189509.00,212.093,17,603516
600881.SH,亚泰集团,2.16,-0.461,循环经济;抗癌;中朝贸易区;融资融券;转融券标的;医保目录;超级真菌;富时罗素概念股;参股券商;水泥概念;体育产业;煤炭概念;电子商务;医疗器械概念;创新药;地方国企改革;吉林国企改革;国企改革;参股银行;沪股通;物业管理,涉足水泥、医药、地产、金融、煤炭的综合类企业集团,综合-综合-综合Ⅲ,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,21,7017653400.000,-12404510.900,3248913588.00,-4.049,17,600881
603166.SH,福达股份,6.47,-0.462,汽车制造概念;专精特新;新能源汽车;比亚迪概念;理想汽车概念,国内汽车离合器及发动机锻钢曲轴主要生产企业之一,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,5,4180970000.000,1281801.000,646208651.00,41.204,17,603166
839719.BJ,宁新新材,10.77,-0.462,新股与次新股;石墨电极;专精特新;宁德时代概念;石墨烯;锂电池;融资融券,国家级专精特新“小巨人”，细结构特种石墨销售规模国内前三,黑色金属-钢铁-冶钢原料,,7,492230720.000,,93093400.00,12.306,151,839719
000504.SZ,南华生物,10.77,-0.462,干细胞;节能环保;细胞免疫治疗;地方国企改革;湖南国企改革;国企改革,主要从事“生物医药”和“节能环保”两个板块的业务,医药生物-医疗服务-其他医疗服务,中证A股;中证全指;中证流通;同花顺全A;新指数;深证A指;深证综指;科研指数,6,3345950400.000,-451851.000,311573901.00,-186.983,33,000504
605336.SH,帅丰电器,17.22,-0.462,家用电器;分布式发电;新零售;电子商务,集成灶领域首家CCTV-1《大国品牌》企业,家用电器-厨卫电器-厨卫电器Ⅲ,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,1009306390.000,0.000,184009150.00,13.923,17,605336
300839.SZ,博汇股份,10.74,-0.463,新材料概念;锂电原料;氢能源;专精特新;智能制造,全球高端特种油品原料供应商,石油石化-石油加工贸易-石油加工,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指;石化指数,5,2579596100.000,109208.000,245460379.00,11.957,33,300839
600549.SH,厦门钨业,17.20,-0.463,新材料概念;融资融券;镍氢电池;钨;沪股通;正极材料;转融券标的;稀有金属;钴;小金属概念;分拆上市意愿;富时罗素概念;富时罗素概念股;宁德时代概念;MSCI概念;标普道琼斯A股;稀缺资源;锂电池;磷酸铁锂;海峡两岸;稀土永磁;钼;动力电池回收;光伏概念;国企改革;地方国企改革;养老金持股,国内最大的仲钨酸铵、氧化钨、钨粉、碳化钨粉生产商和出口商,有色金属-小金属-其他小金属,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,27,24269396000.000,-3220826.700,1418459200.00,15.416,17,600549
603176.SH,汇通集团,6.43,-0.464,基建工程;雄安新区;PPP概念;新型城镇化;京津冀一体化;乡村振兴;水利,公司是公路工程施工总承包特级资质企业之一,建筑装饰-建筑装饰-基础建设,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,7,964460250.000,0.000,466660484.00,47.071,17,603176
300958.SZ,建工修复,19.30,-0.464,节能环保;污水处理;土壤修复;融资融券;新型城镇化;转融券标的;地方国企改革;国企改革;碳中和;京津冀一体化;固废处理;核污染防治;北京国企改革,国内最早专业从事环境修复服务的公司之一,环保-环保-综合环境治理,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;公共指数;创业板综;同花顺全A;新指数;深证A指;深证综指,13,1485500800.000,-3380061.000,156736579.00,34.421,33,300958
000581.SZ,威孚高科,17.15,-0.464,油品升级;节能减排;废气处理;尾气治理;PM2.5;融资融券;深股通;转融券标的;电机电控;节能环保;国六标准、国六排放、国六;集成电路概念;燃料电池;富时罗素概念;富时罗素概念股;参股券商;标普道琼斯A股;新能源汽车;芯片概念;氢能源;MSCI概念;汽车热管理;汽车芯片;地方国企改革;国企改革;毫米波雷达;养老金持股;江苏国企改革,无锡国资委旗下，汽车尾气净化龙头，我国自主品牌乘用车市场催化剂、商用柴油车的尾气催化剂市占率第一,交运设备-汽车零部件-汽车零部件Ⅲ,中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;汽车指数;深证1000;深证700;深证A指;深证成指;深证综指,28,14132973000.000,-15473185.000,1002579793.00,9.061,33,000581
600782.SH,新钢股份,4.28,-0.465,鄱阳湖经济区;融资融券;转融券标的;沪股通;富时罗素概念;富时罗素概念股;分拆上市意愿;标普道琼斯A股;地方国企改革;国企改革;央企国企改革;无人机,国内中厚板骨干企业和江西规模最大、品种规格最全的钢铁企业,黑色金属-钢铁-普钢,A股指数;上证100;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,12,13647733000.000,8512914.600,3188722696.00,23.121,17,600782
688513.SH,苑东生物,51.20,-0.467,融资融券;转融券标的;生物医药;沪股通,国内技术领先的高端化学药制造企业,医药生物-化学制药-化学制剂,A股指数;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,4347648000.000,206007.480,120090000.00,23.375,17,688513
000532.SZ,华金资本,10.66,-0.467,IPV6;横琴新区;元器件;参股新三板;独角兽概念;创投;石墨烯;口罩;参股券商;污水处理;澳交所概念;锂电池;粤港澳大湾区;地方国企改革;广东国企改革;珠海国企改革;国企改革,构建了“创投+实业”双轮驱动的产业新格局,非银金融-保险及其他-多元金融,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新指数;深证A指;深证综指;综企指数,17,3662240300.000,-809375.000,344708340.00,82.817,33,000532
300682.SZ,朗新科技,19.20,-0.467,工业互联网;超清视频;边缘计算;国产软件;深股通;区块链;富时罗素概念;富时罗素概念股;能源互联网;蚂蚁金服概念;充电桩;光伏概念;虚拟电厂;融资融券;转融券标的,专注于电力及能源行业业务信息化系统的技术与服务提供商,计算机-计算机应用-IT服务,IT指数;中创400;中创500;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;创业300;创业创新;创业基础;创业板指;创业板指(港币)(CNH);创业板指(美元)(CNH);创业板综;同花顺全A;新指数;深证1000;深证200;深证300;深证A指;深证成指;深证综指,15,20367174000.000,1900277.400,1096895508.00,121.882,33,300682
000408.SZ,藏格矿业,23.47,-0.467,锂电原料;小金属概念;盐湖提锂;锂电池;钾肥;化肥;金属铜;深股通;融资融券;转融券标的,"公司矿区位于察尔汗盐湖，察尔汗盐湖是世界上大型盐湖矿床之
一",基础化工-化学制品-钾肥,300精明;300精明HKD;300精明USD;中证200;中证700;中证800;中证800USD;中证A股;中证全指;中证流通;制造指数;化学指数;同花顺全A;新指数;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);深证1000;深证200;深证300;深证A指;深证成指;深证综指,10,37092424000.000,-5910489.100,1580435073.00,9.154,33,000408
603726.SH,朗迪集团,12.76,-0.468,家用电器;集成电路概念;先进封装（Chiplet）;创投,一线空调厂商的核心供应商，长期从事空调风叶的研发、生产,家用电器-白色家电-其他白色家电,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,4,2368909300.000,-340296.000,185651200.00,21.594,17,603726
002539.SZ,云图控股,8.50,-0.468,农村电商;快递;生态农业;乡村振兴;电子竞技;食盐;磷化工;调味品;深股通;富时罗素概念;锂电池;化肥;盐湖提锂;农业种植;玉米;硅能源;纯碱;磷酸一铵;氯化铵;融资融券;转融券标的,中国复肥行业唯一全线产品供应企业,基础化工-化学制品-复合肥,中创400;中创500;中小300;中小创新;中小基础;中小综指;中证1000;中证1000USD;中证A股;中证全指;中证流通;制造指数;化学指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指,21,7507940500.000,-126607.000,1207723762.00,10.041,33,002539
600775.SH,南京熊猫,8.50,-0.468,电子信息;通信基站;融资融券;沪股通;转融券标的;工业机器人;机器人概念;富时罗素概念;富时罗素概念股;无人机;标普道琼斯A股;工业4.0;军工;智慧城市;轨道交通;新基建;地方国企改革;央企国企改革;国企改革;智能交通;脑机接口,爱立信重要的全球供应中心之一,通信-通信设备-通信终端及配件,A股指数;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,21,5710627500.000,1129446.000,913838529.00,-142.054,17,600775
600784.SH,鲁银投资,6.37,-0.469,参股民营银行;光伏概念;食盐;储能;创投;专精特新;债转股(AMC概念);国企改革;地方国企改革;山东国企改革,山东省粉末冶金产业领先者,综合-综合-综合Ⅲ,A股指数;上证指数;上证流通;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,10,3619292900.000,2177236.000,675652277.00,12.438,17,600784
000023.SZ,ST深天,6.37,-0.469,壳资源;粤港澳大湾区;物业管理;ST板块,深圳市老牌房地产，混凝土生产公司,建筑材料-建筑材料-水泥,同花顺全A;深证A指;深证综指;矿物指数,4,883877250.000,763751.000,138756240.00,-8.822,33,000023
002570.SZ,贝因美,4.24,-0.470,两会;融资融券;网红经济;转融券标的;乳粉;新零售;电子商务;三胎概念;乳业;大消费;NFT概念;深股通,国内知名婴幼儿奶粉企业之一,食品饮料-食品加工制造-乳品,中小创新;中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证1000;深证700;深证A指;深证综指;食品指数,12,4579174200.000,-599105.000,1080043333.00,51.782,33,002570
000793.SZ,华闻集团,2.12,-0.470,新媒体;融资融券;转融券标的;边缘计算;超清视频;区块链;网红经济;网络游戏;标普道琼斯A股;创投;车联网;语音技术;海南自贸区;TMT;文化传媒;网约车;旅游;抖音概念;海南旅游岛;债转股(AMC概念);数字经济;信创;在线旅游;人工智能;深股通;参股券商,在智能车联网和海南文旅产业上进行布局,传媒-传媒-出版,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;文化指数;新指数;深证A指;深证综指,26,4157338300.000,-2346524.500,1997245457.00,-30.283,33,000793
600456.SH,宝钛股份,33.87,-0.470,3D打印;军工;稀缺资源;核电;轻型合金;融资融券;转融券标的;稀有金属;国产航母;大飞机;小金属概念;地方国企改革;国企改革;沪股通;养老金持股,中国最大的钛及钛合金生产、科研基地,有色金属-小金属-其他小金属,A股指数;上证中小;上证全指;上证小盘;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,15,16182325000.000,16860688.900,477777539.00,21.255,17,600456
601966.SH,玲珑轮胎,21.19,-0.470,汽车制造概念;沪股通;体育产业;融资融券;转融券标的;富时罗素概念;富时罗素概念股;MSCI概念;标普道琼斯A股;比亚迪概念;半年报预增,内销、出口两个市场均衡发展的汽车轮胎制造商,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;商业指数;新综指,11,31223946000.000,-4573136.300,1473522713.00,27.830,17,601966
600737.SH,中粮糖业,8.46,-0.471,中粮系国企改革;厄尔尼诺概念;新疆振兴;中澳自贸区;融资融券;转融券标的;番茄酱;白糖;调味品;富时罗素概念股;农业种植;乡村振兴;中粮系;中字头股票;地方国企改革;央企国企改革;国企改革;沪股通;平安资管持股,世界最大的番茄制品生产企业，我国食糖生产和进口的重要企业,农林牧渔-农产品加工-其他农产品加工,800消费;A股指数;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,19,18094656000.000,-7780999.000,2138848228.00,11.772,17,600737
603196.SH,日播时尚,16.89,-0.471,电子商务;网络直播;新零售;虚拟数字人;三胎概念;正极材料;锂电池,中国时尚女装色彩研发基地，年度最具流行魅力女装品牌,纺织服装-服装家纺-服装,A股指数;上证指数;上证流通;中型综指;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,7,4017241100.000,101010.000,238680652.00,383.998,17,603196
300214.SZ,日科化学,6.32,-0.472,新材料概念;电解液;锂电池,国内最大的ACR抗冲加工改性剂生产商,基础化工-化学制品-其他化学制品,中证A股;中证全指;中证流通;创业板综;制造指数;化学指数;同花顺全A;新指数;深证A指;深证综指,3,2550518700.000,0.000,466802614.00,25.263,33,300214
002193.SZ,如意集团,6.32,-0.472,环渤海;新零售;数字经济;工业互联网;抗病毒面料;跨境电商,国内高档职业服装、著名品牌服装的首选面料,纺织服装-服装家纺-服装,中小综指;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;深证A指;深证综指;纺织指数,6,1647431900.000,0.000,261715550.00,-13.076,33,002193
600768.SH,宁波富邦,10.55,-0.472,舟山自贸区;铝材加工;有色铝;共同富裕示范区;平安资管持股,专业生产工业铝板带材和铝型材的区域性铝业深加工龙头企业,有色金属-工业金属-铝,A股指数;上证指数;上证流通;中证A股;中证全指;中证流通;公用指数;同花顺全A;新综指,5,1411033000.000,0.000,133747200.00,754.311,17,600768
603035.SH,常熟汽饰,18.93,-0.473,蔚来汽车概念;特斯拉;无人驾驶;新能源汽车;理想汽车概念;小鹏汽车概念;恒大概念;融资融券;转融券标的;沪股通;小米概念,国内乘用车内饰件主要供应商之一,交运设备-汽车零部件-汽车零部件Ⅲ,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,11,7193985600.000,644181.000,380030933.00,15.637,17,603035
002304.SZ,洋河股份,134.61,-0.473,超级品牌;老字号;融资融券;深股通;转融券标的;白酒概念;富时罗素概念;参股券商;富时罗素概念股;标普道琼斯A股;MSCI概念;大消费;地方国企改革;国企改革;证金持股,拥有洋河、双沟两个中国名酒，两个中华老字号,食品饮料-饮料制造-白酒,300 ESG;300精明;300精明HKD;300精明USD;800消费;中创100;中创500;中小100;中小300;中小基础;中小综指;中证800;中证800USD;中证A股;中证全指;中证流通;中证超大;制造指数;同花顺全A;新指数;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);沪港深300;沪港深300HKD;深证100;深证1000;深证300;深证A指;深证成指;深证综指;饮料指数,15,202279790000.000,18193003.000,1506988000.00,12.900,33,002304
600130.SH,波导股份,4.21,-0.473,智能终端;淘宝手机;壳资源;融资融券;转融券标的;汽车电子,国内手机配件生产领先企业,电子-消费电子-消费电子零部件及组装,A股指数;上证150;上证指数;上证流通;中型综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,6,3233280000.000,-1378902.000,768000000.00,178.333,17,600130
002401.SZ,中远海科,18.90,-0.474,现代服务业;智能交通;智慧城市;阿里巴巴概念;融资融券;跨境电商;轨道交通;转融券标的;进口博览会;航运概念;自由贸易港;ETC;上海自贸区;区块链;统一大市场;智能物流;碳中和;信创;华为概念;华为鲲鹏;大数据;安防;数据中心;中字头股票;地方国企改革;央企国企改革;国企改革;数字经济;国资云;机器视觉;中远系;数据要素;人工智能;深股通;平安资管持股,中国远洋海运集团旗下，国内最早从事智能交通和航运科技服务的企业之一,计算机-计算机应用-IT服务,IT指数;中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;同花顺全A;新指数;深证A指;深证综指,35,6952948700.000,-4296688.800,371904560.00,31.317,33,002401
600783.SH,鲁信创投,12.57,-0.475,军民融合;OGS触控屏;参股新三板;融资融券;新兴板概念;转融券标的;创投;代糖概念;参股券商;地方国企改革;山东国企改革;国企改革;沪股通,国内最早开展创投的机构之一，具备完善的投资管理和风控体系,非银金融-保险及其他-多元金融,A股指数;上证指数;上证流通;中证1000;中证1000USD;中证A股;中证全指;中证流通;同花顺全A;工业指数;新综指,13,9356596300.000,-425104.540,744359294.00,19.609,17,600783
300511.SZ,雪榕生物,6.28,-0.475,海底捞概念;农业种植;乡村振兴;人造肉;NMN概念;生物医药;保健品;一带一路;电子商务,国内食用菌生产企业龙头，食用菌总产能和金针菇产能均居全国首位,农林牧渔-种植业与林业-其他种植业,中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;农林指数;创业板综;同花顺全A;新指数;深证A指;深证综指,9,2563730700.000,-5428398.000,498780509.00,38.070,33,300511
300462.SZ,华铭智能,10.46,-0.476,智能终端;轨道交通;独角兽概念;新基建;ETC;胎压监测;二维码识别;数字货币;移动支付;减速器,上海市轨道交通AFC终端设备制造商，上海市知名商标,计算机-计算机设备-计算机设备Ⅲ,专用指数;中证A股;中证全指;中证流通;创业板综;制造指数;同花顺全A;新指数;深证A指;深证综指,10,1428617400.000,99939.000,188265025.00,-785.520,33,300462
002247.SZ,聚力文化,2.09,-0.476,富时罗素概念股;长三角一体化,装饰贴面材料行业龙头，新拓展了移动游戏业务,建筑材料-建筑材料-其他建材,IT指数;中小综指;中证A股;中证全指;中证流通;同花顺全A;新指数;深证A指;深证综指,2,1345000000.000,-1085887.000,850870049.00,-2.516,33,002247
002562.SZ,兄弟科技,4.18,-0.476,维生素;NMN概念;人民币贬值受益;深股通,全球最大的维生素K3供应商，全球皮革化学品的主流供应商,基础化工-化学制品-食品及饲料添加剂,中小综指;中证2000;中证2000EUR;中证2000GBP;中证2000HKD;中证2000USD;中证2000USD(CNH);中证A股;中证全指;中证流通;制造指数;医药指数;同花顺全A;新指数;深证A指;深证综指,4,2926509800.000,252064.000,1062916450.00,49.427,33,002562
300190.SZ,维尔利,4.18,-0.476,危废处理;污水处理;PPP概念;节能环保;固废处理;垃圾分类;美丽中国;碳中和;专精特新;参股新三板;土壤修复;碳交易,垃圾渗滤液业拥有MBR、厌氧、超滤、纳滤、反渗透等核心技术,环保-环保-综合环境治理,中证A股;中证全指;中证流通;公共指数;创业板综;同花顺全A;新指数;深证A指;深证综指,12,3244367200.000,-2524981.000,781588507.00,97.950,33,300190
600941.SH,中国移动,100.40,-0.476,5G;沪股通;元宇宙;世界杯;融资融券;转融券标的;虚拟数字人;超清视频;杭州亚运会;电子竞技;央企国企改革;中字头股票;国企改革;6G概念;同花顺中特估100;超级品牌,全球领先的通信及信息服务企业，基站总数位居全球第一,通信-通信服务-通信服务Ⅲ,300 ESG;A股指数;上证180;上证中小;上证中盘;上证全指;上证指数;上证流通;中证100;中证200;中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;市值百强;新兴成指;新综指;沪深300;沪深300AUD(CNH);沪深300HKD;沪深300HKD(CNH);沪深300USD;沪深300USD(CNH);沪港深300;沪港深300HKD;综合指数,16,76165736000.000,9641388.000,21383633148.00,14.092,17,600941
002763.SZ,汇洁股份,8.34,-0.477,化妆护肤品;口罩;跨境电商;电子商务,专业从事内衣人体工学研究、工艺技术研究，拥有八个主品牌,纺织服装-服装家纺-鞋帽及其他,中小综指;中证A股;中证全指;中证流通;制造指数;同花顺全A;新指数;服装指数;深证A指;深证综指,4,1441693100.000,0.000,409924000.00,9.662,33,002763
601555.SH,东吴证券,8.34,-0.477,参股保险;融资融券;沪股通;转融券标的;互联网券商;期货概念;富时罗素概念;富时罗素概念股;标普道琼斯A股;参股基金;MSCI概念;地方国企改革;国企改革;半年报预增,地处金融资源丰富的长三角，具备显著的区位优势和发展潜力,非银金融-证券-证券Ⅲ,A股指数;上证380;上证中小;上证全指;上证小盘;上证指数;上证流通;中证500;中证500HKD;中证500HKD(CNH);中证500USD;中证500USD(CNH);中证700;中证800;中证800USD;中证A股;中证全指;中证流通;同花顺全A;新综指;综合指数,14,41762572000.000,-872821.700,5007502651.00,15.032,17,601555
