证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
002347.SZ,泰尔股份,20.33,20.79,4.12,-0.96,3.85,0.78,3.85,机械设备-通用设备-金属制品,煤矿设备,机械设备,机械,冶金设备核心备件,联轴器行业龙头，在国内及全球市场均处于领先地位,国内冶金行业用联轴器领域龙头企业,,"军工,激光,锂电池,透明工厂,新能源汽车,工业机器人,智能制造,工业互联网,人工智能,动力电池回收,锂电设备,高端装备,超级电容,安徽自贸区,机器人,机器视觉,新型工业化",0.6521295529620864
688611.SH,杭州柯林,22.55,22.55,28.82,-0.96,2.37,0.07,0.3,电力设备-电力设备-电气自控设备,电控设备,电气设备,电力设备,电力设备检测,电气智能感知与诊断预警设备知名企业,公司深耕于智能电网领域，多项核心技术已经达到国内先进的水平,,"钙钛矿电池,电力物联网,区块链,特高压,存储芯片,智能电网",0.028129443548580976
300676.SZ,华大基因,156.48,157.62,38.08,-0.96,2.08,0.9,0.57,医药生物-医疗服务-其他医疗服务,医疗诊断,医疗服务,生物医药,基因检测服务,国内基因检测龙头企业,中国基因全产业链龙头，国内少有的掌握核心测序技术的企业之一,中证500,"生物医药,基因测序,体外诊断,猴痘,肝炎,阿尔茨海默,三胎,抗原检测,区块链,健康中国,医疗器械,MSCI,辅助生殖,一带一路",0.20399705945900906
000501.SZ,武商集团,55.3,55.37,7.2,-0.96,1.79,0.31,0.56,商贸零售-零售-百货零售,百货,零售,可选消费,商品零售业务,湖北省最大的综合性商业零售企业之一,湖北省最大的综合性商业零售及批发企业,中证2000,"商超百货,武汉金改,冰雪产业,国企改革,露营经济,武汉自贸区,新零售,消费金融,社区团购,免税店,地方国企改革,电子商务,预制菜,一带一路,物流电商平台,白酒",0.0673073371232548
300289.SZ,利德曼,17.14,22.36,4.11,-0.96,3.61,0.19,1.12,医药生物-医疗器械-体外诊断,体外诊断,医疗器械,生物医药,体外诊断试剂,体外诊断试剂行业市场领先地位,“利德曼”和“德赛DiaSys”诊断产品品牌市场占有率前列,中证2000,"国企改革,医疗器械,广东国企改革,体外诊断,辅助生殖,地方国企改革,智能制造",0.1508851516860372
300158.SZ,振东制药,42.09,42.23,4.11,-0.96,3.37,0.52,1.21,医药生物-化学制药-化学制剂,制药,生物,生物医药,化学制剂,中药抗肿瘤领域已经处于行业领先地位,主导产品岩舒注射液，是癌症的辅助治疗药物,中证1000,"流感,乡村振兴,仿制药,肝炎,创新药,仿制药一致性评价,胶原蛋白,抗癌,土地流转,医保目录,维生素,毛发医疗,农业种植,埃博拉,中医药,抗肿瘤",0.3060566632173929
600686.SH,金龙汽车,58.8,58.8,8.2,-0.97,4.59,4.32,7.44,交运设备-汽车整车-商用载客车,客车,汽车整车,汽车,客车,以大、中、轻型客车的制造与销售为主导产业,以大、中、轻型客车的制造与销售为主导产业,中证2000,"校车,国企改革,华为,燃料电池,新能源汽车,世界杯,长安汽车,无人驾驶,汽车制造,福建自贸区,氢能源,地方国企改革,百度,平潭免税区,新能源整车,室外经济",3.6952606694783907
002652.SZ,扬子新材,10.49,10.5,2.05,-0.97,4.83,0.37,3.58,建筑材料-建筑材料-其他建材,建筑材料,建筑材料,建筑业,有机涂层板,国内有机涂层板行业具有较强研发能力和竞争力的厂商,专网通信、光纤、光缆、射频电缆、通信硅管产品成本行业领先水平,,"新材料,雄安新区",0.5028996310398889
300422.SZ,博世科,15.89,20.65,4.09,-0.97,2.91,0.18,1.14,环保-环保-水务及水治理,环保设备,环保,公共事业,水处理设备,水污染治理整体解决方案提供商,水污染治理整体解决方案提供商，国家高新技术企业,,"国企改革,固废处理,雄安新区,无人驾驶,废气处理,垃圾分类,动力电池回收,海绵城市,PPP,医疗废物处理,碳中和,土壤修复,节能环保,脱硫脱硝,地方国企改革,污水处理,消毒剂",0.10651498615745068
002382.SZ,蓝帆医疗,51.08,51.46,5.11,-0.97,2.52,0.27,0.52,医药生物-医疗器械-医疗耗材,医疗耗材,医疗器械,生物医药,健康防护手套,PVC健康防护手套市占率全球第一,PVC健康防护手套年产销量及市场占有率均为全球第一,,"特斯拉,人民币贬值受益,医疗器械,MSCI",0.09983665449880147
002803.SZ,吉宏股份,43.58,58.98,15.32,-0.97,2.71,1.24,2.83,商贸零售-互联网电商-互联网电商Ⅲ,电商,传媒,科技,跨境电商,跨境电商领先企业,从事快速消费品包装领域及互联网广告业务，产品远销海外多地区,中证2000,"抖音,ChatGPT,华为,人民币贬值受益,环保包装,人工智能,AIGC,电子商务,跨境电商,数据要素,专精特新,年报预增",0.5271466495164586
600208.SH,新湖中宝,173.56,173.58,2.04,-0.97,1.94,0.73,0.42,房地产-房地产开发-住宅开发,住宅,房地产,金融,地产开发,长三角地区地产开发商，投资大量金融科技、高科技公司,长三角地区地产开发商，投资了大量金融科技、高科技公司,中证500,"乡村振兴,煤炭,区块链应用,黄金,独角兽,期货,元宇宙,长三角一体化,知识产权保护,嘉兴土改,数据确权,互联网金融,区块链,共同富裕示范区,NFT,MSCI,Web3.0",0.1463562301870214
000952.SZ,广济药业,17.51,18.01,5.09,-0.97,2.72,0.15,0.88,医药生物-化学制药-原料药,维生素,生物,生物医药,原料系列,主导产品核黄素市场占有率位居世界前列,全球主要的维生素B2供应商之一，具备一定的国际竞争力,中证2000,"生物医药,维生素,流感,国企改革,肝炎,健康中国,地方国企改革,湖北国企改革,医疗改革,医保目录",0.07849767369458031
300636.SZ,同和药业,33.38,38.76,9.16,-0.97,3.57,0.66,1.98,医药生物-化学制药-原料药,原料药,生物,生物医药,特色原料药,国内出口欧洲特色原料药品种最多的企业之一,化学原料药和医药中间体，药品涵盖消化、神经、解热等多种类型,中证2000,人民币贬值受益,0.4431234627296547
603919.SH,金徽酒,98.05,98.05,19.33,-0.97,2.0,0.41,0.42,食品饮料-饮料制造-白酒,白酒,饮料,必需消费,浓香型白酒,国内建厂最早的中华老字号白酒酿造企业之一,甘肃省内生产规模最大和经营业绩最好的白酒生产企业之一,中证1000,"消费金融,白酒",0.09482020858575184
603179.SH,新泉股份,202.86,202.86,41.63,-0.98,3.16,1.39,0.69,交运设备-汽车零部件-汽车零部件Ⅲ,车身附件,汽车零部件,汽车,仪表板总成,连续十年被评定为全国百家优秀汽车零部件供应商,国内领先的汽车饰件整体解决方案提供商,中证1000,"特斯拉,新能源汽车,比亚迪,年报预增,汽车制造",0.5619240507241361
603707.SH,健友股份,196.78,196.91,12.18,-0.98,2.93,1.24,0.63,医药生物-化学制药-化学制剂,制药,生物,生物医药,标准肝素原料,国内乃至全球最主要的肝素原料生产企业之一,以肝素全系列产品为主，协同心血管药、抗肿瘤药等领域,中证500,"MSCI,肝素",0.4511170789453766
600348.SH,华阳股份,366.16,366.16,10.15,-0.98,3.12,9.63,2.62,煤炭-煤炭开采加工-煤炭开采,煤炭,煤炭,资源,煤炭,山西省三大无烟煤生产商之一，原煤产量居全国前列,山西省三大无烟煤生产商之一，原煤产量居全国前列,中证500,"国企改革,碳纤维,煤炭,煤化工,光伏,钠离子电池,超超临界发电,山西国企改革,地方国企改革,储能,稀缺煤,MSCI",3.495973127308711
600048.SH,保利发展,969.61,969.61,8.1,-0.98,2.08,4.92,0.51,房地产-房地产开发-住宅开发,住宅,房地产,金融,地产开发,央企控股的老牌知名大型房地产上市公司,主营高端精品住宅开发、城市地标性商用物业的龙头企业,"上证50,沪深300","住房租赁,国企改革,小额贷款,物业管理,央企国企改革,租售同权,土地增值,MSCI,证金持股,同花顺漂亮100",0.857742675840039
833394.BJ,民士达,6.42,22.2,15.18,-0.98,2.48,0.17,2.67,轻工制造-造纸-造纸Ⅲ,造纸,包装印刷,可选消费,芳纶纸,国内第一家芳纶纸制造商,烟台国资委旗下，芳纶纸产品市占率全球第二,,"新材料,风电,国企改革,新能源汽车,地方国企改革,特高压,山东国企改革,专精特新",0.1011970943840521
603992.SH,松霖科技,72.98,74.25,18.2,-0.98,2.77,0.29,0.4,轻工制造-家用轻工-其他家用轻工,厨卫家具,家居装修,建筑业,花洒及其配件,国内规模领先的卫浴配件产品专业生产商,世界领先的厨房和浴室配件供应商,,"福建自贸区,C2M,全屋定制,外贸受益,智能家居,人民币贬值受益",0.11516765652219431
831195.BJ,三祥科技,3.96,9.9,10.1,-0.98,2.94,0.1,2.49,交运设备-汽车零部件-汽车零部件Ⅲ,汽车软管,汽车零部件,汽车,车用胶管,专注深耕车用胶管领域，外销为主,国家级专精特新“小巨人”，专注深耕车用胶管领域，外销为主,,"长安汽车,比亚迪,新能源汽车,人民币贬值受益,小鹏汽车",0.0883649075318941
002638.SZ,勤上股份,27.21,29.21,2.02,-0.98,2.94,0.2,0.74,电子-光学光电子-LED,教育,社会服务,可选消费,LED照明、教育培训,半导体照明产品与教育的双主业布局企业,实现半导体照明产品与教育的双主业布局,中证2000,"智慧灯杆,杭州亚运会,华为,职业教育,节能照明,智慧城市,智能终端",0.10594014388314921
300585.SZ,奥联电子,17.74,18.98,11.09,-0.98,4.02,0.89,4.99,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子,汽车零部件,汽车,电子油门踏板总成,中国汽车电子零部件领域的领跑者,产品在汽车电子多个细分领域拥有较强的市场竞争力,中证2000,"生物医药,军工,钙钛矿电池,锂电池,新能源汽车,小米,长安汽车,比亚迪,机器人,蔚来汽车,传感器,国六标准、国六排放、国六,专精特新,小米汽车,减速器,汽车电子",0.8174207487676057
300652.SZ,雷迪克,19.4,21.62,21.07,-0.99,4.23,0.26,1.37,交运设备-汽车零部件-汽车零部件Ⅲ,传动系统,汽车零部件,汽车,汽车轴承,综合性汽车轴承制造企业,研发、生产和销售汽车轴承为主营业务的高新技术企业,,"专精特新,新能源汽车",0.2512681987271402
002431.SZ,棕榈股份,36.26,36.26,2.0,-0.99,2.97,0.3,0.82,建筑装饰-建筑装饰-装饰园林,园林景观,家居装修,建筑业,园林工程,具有风景园林工程设计专项甲级资质的综合性园林企业,具有风景园林工程设计专项甲级资质的综合性园林企业,中证2000,"新型城镇化,增强现实,国企改革,乡村振兴,雄安新区,园林开发,土地流转,粤港澳大湾区,河南国企改革,元宇宙,足球,水利,PPP,土壤修复,美丽中国,地下管网,地方国企改革,虚拟现实,体育产业,特色小镇,横琴新区,职业教育,旅游",0.1515699535360586
600573.SH,惠泉啤酒,22.48,22.48,8.99,-0.99,2.2,0.34,1.51,食品饮料-饮料制造-啤酒,啤酒,饮料,必需消费,啤酒,福建、江西等区域名牌啤酒,福建省知名的啤酒名牌,中证2000,"大消费,新零售,国企改革,地方国企改革,厄尔尼诺,啤酒,世界杯",0.12228315679598144
002957.SZ,科瑞技术,57.32,57.55,13.98,-0.99,4.89,1.47,2.57,机械设备-自动化设备-工控设备,自动化设备,机械设备,机械,新制检测设备,移动终端自动化设备领域的优秀厂商,主营工业自动化设备以及精密零部件制造业务,中证2000,"华为,无线耳机,锂电池,消费电子,新型烟草,工业互联网,比亚迪,芯片,工业4.0,宁德时代,虚拟现实,物联网,苹果,机器人,机器视觉,新型工业化",1.3809725875990948
002062.SZ,宏润建设,39.5,43.99,3.99,-0.99,2.73,0.28,0.71,建筑装饰-建筑装饰-基础建设,铁路建设,基建,建筑业,地下盾构施工,境内第一家进行城市轨道交通地下盾构施工的民营企业,国内首家进行城市轨道交通盾构施工的民营企业，拥有较高的资质,中证2000,"新型城镇化,PPP,水利,杭州亚运会,地下管网,轨道交通,工业机器人,太阳能,机器人,绿色电力,光伏",0.12278744749768672
603380.SH,易德龙,28.8,28.88,17.95,-0.99,2.32,0.19,0.66,电子-消费电子-消费电子零部件及组装,电子代工,消费电子,科技,电子制造,通讯、工业控制等领域的知名电子制造商,面向全球提供全方位的电子制造服务，拥有较高的市场占有率,中证2000,"5G,消费电子,新能源汽车,智能制造,医疗器械,独角兽,机器人,数据中心,汽车电子",0.06999306035553295
688132.SH,邦彦技术,14.99,21.25,13.96,-0.99,3.76,0.12,0.83,国防军工-国防军工-军工电子,军工电子,军工,公共事业,军工通信,公司是可承担军队重大信息通信系统技术总体的民营企业,主营信息通信和信息安全设备,中证2000,"军工,网络安全",0.10440164238508469
873833.BJ,美心翼申,2.62,7.39,8.97,-0.99,2.1,0.03,1.13,机械设备-通用设备-其他通用设备,通用设备,机械设备,机械,0,0,国家级专精特新“小巨人”，主营通机曲轴、压缩机曲轴等,,专精特新,0.01828300328821489
002609.SZ,捷顺科技,36.65,51.58,7.97,-0.99,3.11,0.77,2.11,计算机-计算机应用-IT服务,交通管理,计算机,科技,停车场管理,国内出入口控制与管理行业的领先企业,致力于智慧停车、智慧社区和智慧商业生态环境建设,中证2000,"新型城镇化,智能交通,联想,华为,充电桩,蚂蚁金服,智慧停车,物联网应用层,人工智能,数字经济,鸿蒙,物联网,数据要素,年报预增,迪士尼,智慧城市",0.4151377148818302
000776.SZ,广发证券,764.18,983.88,12.91,-1.0,1.3,2.64,0.34,非银金融-证券-证券Ⅲ,证券,非银金融,金融,BBB级券商,综合金融服务能力行业领先,业务牌照齐全，业务结构均衡，综合金融服务能力行业领先,沪深300,"互联网金融,互联网券商,期货,MSCI,同花顺漂亮100",0.22896526418273241
688137.SH,近岸蛋白,9.38,22.29,31.76,-1.0,2.56,0.04,0.47,医药生物-生物制品-其他生物制品,生物制品,生物,生物医药,重组蛋白试剂,重组蛋白试剂行业龙头企业之一,专注于重组蛋白应用解决方案，可实现从蛋白质原料到应用技术开发的全产业链创新支持,中证2000,"抗原检测,重组蛋白,CRO",0.022452073064513
603578.SH,三星新材,23.25,23.25,12.89,-1.0,2.3,0.12,0.51,家用电器-白色家电-其他白色家电,制冷电器,家电,可选消费,玻璃门体,中国低温储藏设备玻璃门体行业龙头企业,国内最早专业生产低温储藏设备玻璃门体的企业之一,中证2000,"光伏玻璃,共同富裕示范区",0.045783559727902275
603135.SH,中重科技,12.49,62.46,13.88,-1.0,2.78,0.26,2.08,机械设备-专用设备-能源及重型设备,重型机械,机械设备,机械,智能装备,公司专注于型钢及带钢智能装备及生产线业务,专注于型钢及带钢智能装备及生产线业务，产品主要应用于金属轧制环节,中证2000,"高端装备,智能制造,中俄贸易,机器人,数字经济,新型工业化",0.15284750839690586
605055.SH,迎丰股份,21.78,21.78,4.95,-1.0,3.2,0.25,1.14,纺织服装-纺织制造-印染,纺织制造,纺织,可选消费,纺织品,公司整体技术水平和产品开发能力居印染行业前列,公司整体技术水平和产品开发能力居印染行业前列,,"共同富裕示范区,长三角一体化",0.15760277356400917
603511.SH,爱慕股份,7.01,52.53,12.87,-1.0,2.85,0.12,1.66,纺织服装-服装家纺-鞋帽及其他,鞋帽,纺织,可选消费,贴身服饰,中国知名的品牌企业，贴身服饰行业的龙头企业,中国知名的品牌企业，贴身服饰行业的龙头企业,,"电子商务,新零售,跨境电商,化妆护肤品,网络直播,三胎",0.08555173683841931
000523.SZ,红棉股份,40.89,54.51,2.97,-1.0,2.0,0.29,0.7,商贸零售-零售-商业物业经营,护理品,医美,可选消费,洗衣粉,中国洗涤行业大型骨干企业,参与制定中国洗衣凝珠行业标准,中证2000,"国企改革,广东自贸区,网络直播,新零售,白糖,土地流转,粤港澳大湾区,代糖,物业管理,地方国企改革,供应链金融,啤酒,广东国企改革,电子商务,南沙新区",0.07925730944531777
600106.SH,重庆路桥,78.81,78.81,5.93,-1.0,7.68,2.27,2.94,交通运输-公路铁路运输-高速公路,路桥建设,基建,建筑业,路桥收费,重庆长江石板坡大桥、长寿湖专用高速等路桥特许经营权,重庆重点市政建设单位,中证2000,"PPP,两江新区,重庆自贸区,金改,ETC,智慧城市,成渝特区",3.733815612845101
002330.SZ,得利斯,25.09,25.12,3.95,-1.0,3.26,0.26,1.04,食品饮料-食品加工制造-肉制品,猪肉,养殖,必需消费,冷鲜肉,中国肉类十强企业，首批农业产业化国家重点龙头企业,“得利斯”牌低温肉制品连续多年全国市场同类产品销量第一名,中证2000,"网红经济,杭州亚运会,猪肉,电子商务,大消费,新零售,预制菜,冷链物流",0.16302384248526616
301339.SZ,通行宝,18.92,64.14,15.76,-1.01,2.7,0.6,3.19,计算机-计算机设备-计算机设备Ⅲ,交通管理,计算机,科技,智慧交通,全国领先的智慧交通平台化解决方案供应商,ETC市场份额国内居前，在江苏省具有垄断地位,中证2000,"智能交通,特斯拉,国资云,国企改革,华为,长安汽车,数字经济,智慧政务,地方国企改革,信创,ETC,数字孪生,江苏国企改革,数据要素,机器人,车联网,智慧城市,旅游",0.3048788813209712
300622.SZ,博士眼镜,16.95,25.71,14.75,-1.01,2.55,0.19,1.14,商贸零售-零售-专业连锁,连锁,零售,可选消费,眼镜零售,国内眼镜零售市场中领先的眼镜零售连锁企业之一,国内眼镜连锁零售第一股，旗下拥有定位不同的四大品牌,中证2000,"眼科医疗,年报预增,华为,虚拟现实",0.09109173025670395
000953.SZ,河化股份,10.8,10.8,2.95,-1.01,5.37,0.31,2.8,医药生物-化学制药-原料药,原料药,生物,生物医药,医药中间体,医药中间体在行业内保持优势地位,广西重点化肥骨干企业和河池市目前唯一一家上市公司,,"尿素,新冠特效药,硫磺,化肥",0.48468625703881685
603897.SH,长城科技,38.56,38.56,18.68,-1.01,2.28,0.46,1.19,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电磁线的研发生产,国内电磁线行业的优势企业,国内电磁线行业的优势企业,中证2000,"扁线电机,比亚迪,新能源汽车",0.15509759581984292
300645.SZ,正元智慧,18.16,18.16,12.78,-1.01,2.32,0.39,2.16,计算机-计算机设备-计算机设备Ⅲ,教育软件,社会服务,可选消费,校园信息化,智慧校园服务新生态的引领者,智慧校园服务新生态的引领者,中证2000,"腾讯,华为,大数据,蚂蚁金服,人工智能,养老,边缘计算,移动支付,数字货币,共同富裕示范区,AIGC,人脸识别,在线教育,职业教育,电子身份证,阿里巴巴,杭州亚运会,食品安全,数字经济,智慧政务,元宇宙,人力资源服务,国产软件,区块链,华为鲲鹏,物联网,数字孪生,百度,云计算,数据中心,Web3.0",0.15972346556746503
600079.SH,人福医药,301.27,320.11,19.61,-1.01,2.78,3.44,1.15,医药生物-化学制药-化学制剂,制药,生物,生物医药,化学药品制剂,在神经系统、生育调节、两性健康业务等具备领先地位,在神经系统用药、生育调节药、两性健康业务等领域具备领先地位,中证500,"武汉金改,仿制药,肝炎,创新药,国产伟哥,高血压药,民营医院,避孕套,抗癌,医保目录,维生素,医疗器械,中医药,芬太尼,生物疫苗,医疗改革",1.0853579418999786
600239.SH,云南城投,31.47,31.47,1.96,-1.01,2.53,0.24,0.77,商贸零售-零售-商业物业经营,商城,零售,可选消费,云南地产,中国健康休闲地产领先企业,打造了住宅综合体、旅游地产与养老地产的产业联动商业模式,中证2000,"物业管理,国企改革,云南国企改革,地方国企改革,供应链金融,工业大麻,特色小镇,土地增值,养老",0.09868074582262545
000571.SZ,新大洲A,23.93,24.51,2.94,-1.01,3.7,0.36,1.49,煤炭-煤炭开采加工-煤炭开采,煤炭,煤炭,资源,煤炭(内蒙古),内蒙古呼伦贝尔地区为数不多的生产长焰煤的煤炭企业,内蒙古呼伦贝尔地区为数不多的生产长焰煤的煤炭企业,,"三沙,电石,成飞,海南自贸区,新零售,煤炭,上海自贸区,通用航空,大飞机,牛羊肉",0.27383212940309243
688656.SH,浩欧博,14.18,14.18,22.49,-1.01,3.35,0.06,0.42,医药生物-医疗器械-体外诊断,体外诊断,医疗器械,生物医药,体外检测试剂,国内过敏原和自身抗体检测领域的领先者之一,我国过敏原检测领域的领先者,,体外诊断,0.044831108533390646
603319.SH,湘油泵,34.36,34.54,16.6,-1.01,2.5,0.66,1.92,交运设备-汽车零部件-汽车零部件Ⅲ,动力系统,汽车零部件,汽车,发动机,我国发动机泵类产品专业生产企业的领军者,中国目前自主研发能力最强的机油泵制造企业,中证2000,"新能源汽车,无人驾驶,长安汽车,比亚迪,期货,汽车热管理,减速器",0.2616258750414415
603915.SH,国茂股份,83.26,83.93,12.68,-1.01,2.58,0.3,0.36,机械设备-通用设备-金属制品,减速器,机械设备,机械,减速机,公司是通用减速机领域产品线最齐全的公司之一,江苏省减速机行业领先企业，荣获江苏品牌产品称号,中证1000,"光伏建筑一体化,机器人,减速器,固废处理",0.10470018061791939
600869.SH,远东股份,86.55,86.55,3.9,-1.02,2.79,0.56,0.65,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电线电缆,国内智能线缆品种最全的供应商之一,能源互联网智能制造行业龙头企业,中证1000,"能源互联网,PET铜箔,锂电池,华为,海上风电,特高压,充电桩,独角兽,光伏,宁德时代,锂电制造,机器人,高端装备,风电,石墨烯,节能环保,电子商务,核电,储能,一带一路,云计算,智能电网,智慧城市,无人机",0.21784220987517616
600223.SH,福瑞达,79.29,79.29,7.8,-1.02,2.79,0.52,0.65,美容护理-美容护理-化妆品,住宅,房地产,金融,山东地产,山东房地产行业龙头企业，并购了福瑞达医药集团,并购了福瑞达医药集团,中证1000,"生物医药,腾讯,流感,国企改革,医美,重组蛋白,养老,地方国企改革,中医药,山东国企改革,化妆护肤品,眼科医疗,年报预增",0.20553338798225948
002766.SZ,索菱股份,33.06,33.45,3.9,-1.02,3.05,0.49,1.47,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子,汽车零部件,汽车,汽车电子产品,CID系统技术行业领先,珠三角经济区最具规模和实力的CID系统生产厂家之一，具有20多年行业经验,中证2000,"5G,电力物联网,智能汽车,智能座舱,年报预增,胎压监测,无人驾驶,人工智能,云计算,车联网",0.2624668531675952
000048.SZ,京基智农,86.65,87.86,16.56,-1.02,1.91,0.44,0.5,农林牧渔-养殖业-畜禽养殖,饲料,养殖,必需消费,房地产、饲料,中国境内首家农牧上市企业，京基集团旗下上市公司,涉及交通运输、自来水供应，房地产开发、物业管理，养殖等行业,中证1000,"猪肉,饲料,土地增值,年报预增,养鸡,粤港澳大湾区",0.09698424817776413
300558.SZ,贝达药业,150.42,150.82,36.04,-1.02,2.06,1.71,1.14,医药生物-化学制药-化学制剂,制药,生物,生物医药,凯美纳,本土抗癌创新药企标杆,聚焦于恶性肿瘤、糖尿病、心脑血管病等疾病的用药,中证500,"生物医药,基因测序,年报预增,创新药,抗肿瘤,MSCI,眼科医疗,抗癌,医保目录",0.38445323651349617
300507.SZ,苏奥传感,37.37,38.55,4.87,-1.02,3.46,0.61,1.61,交运设备-汽车零部件-汽车零部件Ⅲ,动力系统,汽车零部件,汽车,燃油系统附件,国内最大的汽车油位传感器生产厂家之一,国内汽车油位传感器领域技术先进、市场占有率较高的高新技术企业,中证2000,"华为汽车,新能源汽车,胎压监测,智能制造,传感器,理想汽车,小鹏汽车,比亚迪,国六标准、国六排放、国六,芯片,汽车热管理",0.3822598785485416
300341.SZ,麦克奥迪,45.12,45.33,8.76,-1.02,3.05,0.35,0.78,医药生物-医疗器械-医疗设备,输变电,电气设备,电力设备,输配电设备,致力于输配电设备核心部件--环氧绝缘件,致力于输配电设备核心部件--环氧绝缘件,中证2000,"电力物联网,疟疾,体外诊断,国企改革,大数据,北京国企改革,特高压,人工智能,抗癌,互联网医疗,福建自贸区,地方国企改革,智能电网,医疗器械,数据要素,智能医疗",0.17571364771331488
600698.SH,湖南天雁,32.3,41.71,3.89,-1.02,2.54,0.39,1.21,交运设备-汽车零部件-汽车零部件Ⅲ,动力系统,汽车零部件,汽车,增压器,国产涡轮增压器制造商,兵装集团旗下、长安汽车集团控股的国内最早生产车用涡轮增压器的企业，主营增压器和气门,中证2000,"中兵系,国企改革,新能源汽车,高铁,央企国企改革,节能减排,长安汽车,国六标准、国六排放、国六,汽车热管理",0.16039447862624112
300092.SZ,科新机电,20.4,26.63,9.72,-1.02,3.77,0.61,2.96,机械设备-通用设备-金属制品,容器,金属制品,机械,高端重型过程装备和系统集成,国内极少数几家核级压力容器设备制造商之一,主营三类压力容器设备产品，国家高新技术企业,中证2000,"高端装备,海水淡化,超超临界发电,氢能源,可降解塑料,智能制造,核电,中俄贸易,光伏",0.49452147506964833
000001.SZ,平安银行,2074.45,2074.49,10.69,-1.02,1.48,15.62,0.75,银行-银行-股份制银行,股份制银行,银行,金融,股份银行,由平安集团控股的一家跨区域经营的股份制商业银行,卓越领先的智能化零售银行,沪深300,"跨境支付（CIPS）,MSCI,证金持股,优先股",1.4702943361016338
600834.SH,申通地铁,32.46,32.46,6.8,-1.02,2.33,0.15,0.47,交通运输-公路铁路运输-公交,公交客运,公路,交通运输,地铁,我国境内第一家从事轨道交通投资经营的上市公司,我国境内第一家从事轨道交通投资经营的上市公司,,"充电桩,上海国企改革,光伏建筑一体化,国企改革,轨道交通,地方国企改革,EDA",0.054186287994146265
000567.SZ,海德股份,117.53,117.81,8.74,-1.02,2.38,0.31,0.26,非银金融-保险及其他-多元金融,资产管理,非银金融,金融,不良资产收购处置,A股稀缺的拥有AMC牌照的民营上市公司,困境资产管理领先企业，A股稀缺的拥有AMC牌照的民营上市公司,中证1000,"海南旅游岛,三沙,金融科技,海南自贸区,土地增值,储能,钒电池,债转股(AMC),金改",0.09028062069127721
300804.SZ,广康生化,3.66,15.09,20.39,-1.02,3.88,0.11,3.04,基础化工-化学制品-农药,农药,化学制品,化工,杀虫剂、杀菌剂、除草剂,广东省内颇具规模的国家定点农用化学品生产企业,国内三氯甲基硫类杀菌剂和拟除虫菊酯类杀虫剂主要生产商之一,,,0.1487019467145267
688479.SH,友车科技,5.77,23.81,16.5,-1.02,2.1,0.1,1.66,计算机-计算机应用-软件开发,汽车服务,汽车相关,汽车,车企营销软件,车企营销软件行业龙头企业,国内汽车营销与后市场服务领域软件产品及云服务提供商龙头,,"国产软件,数字经济",0.047843887304154266
601995.SH,中金公司,906.88,1497.42,31.02,-1.02,1.53,2.6,0.29,非银金融-证券-证券Ⅲ,证券,非银金融,金融,AA级券商,中国首家中外合资投资银行,中国首家中外合资投资银行,沪深300,"北交所,同花顺中特估100,北京自贸区,MSCI,金融科技",0.285083453867284
605222.SH,起帆电缆,67.88,68.74,16.44,-1.02,3.37,0.4,0.59,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电线电缆,全国最大的布电线产品生产商之一,品牌在全国拥有较高的知名度,中证1000,"特斯拉,军工,风电,特高压,充电桩,核电,大飞机,光伏",0.21432236517596154
300025.SZ,华星创业,37.73,44.26,8.7,-1.02,5.01,0.9,2.38,通信-通信服务-通信服务Ⅲ,通信基建,通信,科技,通信网络优化,第三方移动通信技术网优业务位列前三的企业,网优服务时间最久、业务规模最大的第三方专业公司之一,中证2000,"5G,边缘计算,杭州亚运会,华为,虚拟现实,数字孪生,云计算,电子信息,元宇宙,IP",0.9515094761096194
601279.SH,英利汽车,72.17,76.59,4.83,-1.02,3.28,0.38,0.52,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,车身零部件,公司已成为行业内完整的车身轻量化解决方案提供者,公司已成为行业内完整的车身轻量化解决方案提供者,中证1000,"长安汽车,比亚迪,新能源汽车,小鹏汽车",0.19355048573371728
600088.SH,中视传媒,84.43,84.43,21.23,-1.03,2.94,4.22,4.95,传媒-传媒-影视院线,影视,传媒,科技,旅游+影视,中央电视台旗下上市公司，影视、广告、旅游三大主营,中央电视台旗下唯一上市公司，已形成影视、广告、旅游三大主营业务,中证2000,"数字电视,国企改革,乡村振兴,TMT,超清视频,广播电视,新媒体,旅游,动漫,文化传媒,央企国企改革,影视娱乐,网络电视,虚拟数字人,网络视频",1.7806862381963053
300749.SZ,顶固集创,8.94,11.86,5.76,-1.03,3.44,0.23,2.59,轻工制造-家用轻工-家具,家具,家居装修,建筑业,定制衣柜配套家具,~顶固~现已成为国内领先的定制家居品牌,"""顶固""现已成为国内领先的定制家居品牌",,"电子商务,智能家居,人工智能,全屋定制,恒大,工业4.0,智能制造",0.2014942380252928
