isin,euronext_code,证券名称,degiro_symbol,证券代码,category,currency,exchangeId,exchange_degiro,exchange_mic_code,exchange_name,market,isShortable,feedQuality,feedQualitySecondary,icb_industry,full_symbol,isin_tv,logoid,type,Value.Traded,market_cap_basic,fundamental_currency_code,sector,industry,is_primary,exchange,country,currency_id,forex_rate,总市值,成交额,换手率,地区,is_primary_listing,primary_symbol,ticker_title,code,correct_industry,名称翻译,en_name,dr_name,一级行业,二级行业,三级行业,市场,异动值,exchange_code,trade_currency,最新价,涨跌幅,last_traded_at,close_price,trading_date
IT0005445280,IT0005445280-MTAA,ABITARE IN,ABT,ABT,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Home Construction,MIL:ABT,IT0005445280,,stock,29824.0,115055970.9011,USD,Finance,Real Estate Development,True,MIL,Italy,EUR,1.07119,1.150559709011,0.0003194717056,0.0003,欧洲,True,MIL:ABT,ABITARE IN,,,,ABITARE IN,,金融,房地产,房地产开发,意大利,4.818643733964157e-05,MTAA,EUR,4.00,-0.74,14:44 CEST26 Apr 2024,4.03,25 Apr 2024
FR0012333284,FR0012333284-XPAR,Abivax SA,ABVX,ABVX,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,EURONEXT:ABVX,FR0012333284,abivax-sa,stock,125341.92,994859670.3872,USD,Health Technology,Pharmaceuticals: Other,True,EURONEXT,France,EUR,1.07119,9.948596703872,0.001342650112848,0.0001,欧洲,True,EURONEXT:ABVX,ABIVAX,,,,Abivax SA,,医药,制药,其他制药,法国,4.886457050309881e-06,XPAR,EUR,14.78,0.27,15:22 CEST26 Apr 2024,14.74,25 Apr 2024
FR0000120404,FR0000120404-XPAR,雅高酒店集团,AC,AC,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,,Hotels and Motels,EURONEXT:AC,FR0000120404,accor,stock,13799741.77,10841422080.2901,USD,Consumer Services,Hotels/Resorts/Cruise lines,True,EURONEXT,France,EUR,1.07119,108.414220802901,0.147821453866063,0.0014,欧洲,True,EURONEXT:AC,ACCOR,,,雅高酒店集团,Accor,,消费,可选消费,酒店,法国,0.0109649206005365,XPAR,EUR,42.15,1.08,15:33 CEST26 Apr 2024,41.70,25 Apr 2024
IT0001382024,IT0001382024-MTAA,Acinque,AC5,AC5,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Multi-utilities,MIL:AC5,IT0001382024,acsm-agam,stock,11063.499999999998,429732094.33,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.07119,4.2973209433,0.00011851110565,0.0,欧洲,True,MIL:AC5,ACINQUE,,,,Acinque,,公用事业,电力,电力公司,意大利,1.9140417449155097e-05,,,,,,,
FR0000045072,FR0000045072-XPAR,农业信贷银行,ACA,ACA,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Banks,EURONEXT:ACA,FR0000045072,credit-agricole,stock,35333747.235,44407269897.0178,USD,Finance,Regional Banks,True,EURONEXT,France,EUR,1.07119,444.072698970178,0.3784915670065965,0.0009,欧洲,True,EURONEXT:ACA,CREDIT AGRICOLE,,,农业信贷银行,Crdit Agricole,农业信贷银行,金融,银行,地区银行,法国,0.0329198672172039,XPAR,EUR,14.635,1.11,15:33 CEST26 Apr 2024,14.475,25 Apr 2024
FR0000064602,FR0000064602-XPAR,Acanthe Developpement,ACAN,ACAN,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Office REITs,EURONEXT:ACAN,FR0000064602,acanthe-developpement-sa,fund,40234.761,63128507.6335,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,France,EUR,1.07119,0.631285076335,0.0004309907363559,0.0007,欧洲,,,,,,,Acanthe Developpement,,金融,房地产,房地产投资信托,法国,1.1228278764192544e-05,XPAR,EUR,0.399,-0.25,13:53 CEST26 Apr 2024,0.40,25 Apr 2024
BE0003696102,BE0003696102-XBRU,Accentis,ACCB,ACCB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Real Estate Holding and Development,EURONEXT:ACCB,BE0003696102,accentis,stock,4834.1585,40639903.5013,USD,Finance,Real Estate Development,True,EURONEXT,Belgium,EUR,1.07119,0.406399035013,5.178302243614999e-05,0.0001,欧洲,True,EURONEXT:ACCB,ACCENTIS,,,,Accentis,,金融,房地产,房地产开发,比利时,3.777861276558933e-05,XBRU,EUR,0.031,3.33,15:22 CEST26 Apr 2024,0.03,25 Apr 2024
IT0001207098,IT0001207098-MTAA,ACEA S.P.A.,ACE,ACE,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Conventional Electricity,MIL:ACE,IT0001207098,acea,stock,485675.06,3654842494.5495,USD,Utilities,Electric Utilities,True,MIL,Italy,EUR,1.07119,36.548424945495,0.005202502675214,0.0001,欧洲,True,MIL:ACE,ACEA,,,,ACEA S.P.A.,,公用事业,电力,电力公司,意大利,0.000438118445198,MTAA,EUR,16.20,1.06,15:33 CEST26 Apr 2024,16.03,25 Apr 2024
BE0003764785,BE0003764785-XBRU,Ackermans & van Haaren,ACKB,ACKB,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,CX,Diversified Financial Services ,EURONEXT:ACKB,BE0003764785,ackermans-vhaaren,stock,1154801.2000000002,5615289248.9793,USD,Industrial Services,Engineering & Construction,True,EURONEXT,Belgium,EUR,1.07119,56.152892489793,0.01237011497428,0.0002,欧洲,True,EURONEXT:ACKB,ACKERMANS V.HAAREN,,,,Ackermans & van Haaren,,制造业,建筑业,建筑工程,比利时,0.0020782202257709,XBRU,EUR,160.30,1.52,15:32 CEST26 Apr 2024,157.90,25 Apr 2024
NL0000313286,NL0000313286-XAMS,Amsterdam Commodities,ACOMO,ACOMO,C,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Food Products,EURONEXT:ACOMO,NL0000313286,amsterdam-commodities,stock,283464.0,568011255.396,USD,Distribution Services,Wholesale Distributors,True,EURONEXT,Netherlands,EUR,1.07119,5.68011255396,0.0030364380216,0.0005,欧洲,True,EURONEXT:ACOMO,ACOMO N.V.,,,,Amsterdam Commodities,,消费,经销商,批发经销商,荷兰,0.0001709955384161,XAMS,EUR,18.00,0.56,15:11 CEST26 Apr 2024,17.90,25 Apr 2024
NL0011794037,NL0011794037-XAMS,Ahold Delhaize,AD,AD,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Food Retailers and Wholesalers,EURONEXT:AD,NL0011794037,ahold-delhaize,stock,18084227.26,27458631202.9852,USD,Retail Trade,Food Retail,True,EURONEXT,Netherlands,EUR,1.07119,274.58631202985197,0.193716433986394,0.0007,欧洲,True,EURONEXT:AD,KONINKLIJKE AHOLD DELHAIZE N.V.,,,Ahold Delhaize,Koninklijke Ahold Delhaize,Ahold Delhaize,消费,零售,食品零售,荷兰,0.0018106264365259,"XAMS, XBRU",EUR,28.03,0.54,15:33 CEST26 Apr 2024,27.88,25 Apr 2024
IT0001006128,IT0001006128-MTAA,博洛尼亚机场,ADB,ADB,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Transportation Services,MIL:ADB,IT0001006128,aeroporto-guglielmo-marconi,stock,6005.04,303815681.6943,USD,Transportation,Other Transportation,True,MIL,Italy,EUR,1.07119,3.038156816943,6.4325387976e-05,0.0,欧洲,True,MIL:ADB,AEROPORTO GUGLIELMO MARCONI DI BOLOGNA,,,博洛尼亚机场,Aeroporto Guglielmo Marconi di Bologna,,制造业,运输,其他交通,意大利,1.0812396375943715e-06,MTAA,EUR,7.86,0.26,10:44 CEST26 Apr 2024,7.84,25 Apr 2024
FR0011184241,FR0011184241-XPAR,Adocia SA,ADOC,ADOC,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Biotechnology,EURONEXT:ADOC,FR0011184241,adocia-sas,stock,384908.88,123475845.2856,USD,Health Technology,Pharmaceuticals: Major,True,EURONEXT,France,EUR,1.07119,1.2347584528559998,0.004123105431672,0.0033,欧洲,True,EURONEXT:ADOC,ADOCIA,,,,Adocia SA,,医药,制药,主要制药,法国,0.0088187298597124,XPAR,EUR,8.44,4.58,15:30 CEST26 Apr 2024,8.07,25 Apr 2024
FR0010340141,FR0010340141-XPAR,巴黎机场集团,ADP,ADP,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Transportation Services,EURONEXT:ADP,FR0010340141,aeroports-de-paris,stock,7860145.5,12407204016.7354,USD,Transportation,Other Transportation,True,EURONEXT,France,EUR,1.07119,124.072040167354,0.08419709258145,0.0007,欧洲,True,EURONEXT:ADP,AEROPORTS DE PARIS,,,巴黎机场集团,Aroports de Paris,,制造业,运输,其他交通,法国,0.0065467023283387,XPAR,EUR,118.30,1.2,15:33 CEST26 Apr 2024,116.90,25 Apr 2024
FR0012821890,FR0012821890-XPAR,Adux SA,HIM,ADUX,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Media Agencies,EURONEXT:ADUX,FR0012821890,adux,stock,6471.25,8362801.381,USD,Commercial Services,Advertising/Marketing Services,True,EURONEXT,France,EUR,1.07119,0.08362801381,6.9319382875e-05,0.0008,欧洲,True,EURONEXT:ADUX,ADUX,,,,Adux SA,,消费,商业服务,广告营销,法国,0.0,"XPAR, XAMS",EUR,1.25,0,13:48 CEST26 Apr 2024,1.25,25 Apr 2024
NL0012969182,NL0012969182-XAMS,Adyen,ADYEN,ADYEN,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,,Transaction Processing Services,EURONEXT:ADYEN,NL0012969182,adyen,stock,104033575.8,38532272542.0821,USD,Technology Services,Transaction Processing Services,True,EURONEXT,Netherlands,EUR,1.07119,385.322725420821,1.11439726061202,0.0029,欧洲,True,EURONEXT:ADYEN,ADYEN,ADYEN,Transaction Processing Services,Adyen,Adyen,Adyen,科技,IT技术,交易支付,荷兰,0.1034548180460054,XAMS,EUR,"1,174.80",1.54,15:33 CEST26 Apr 2024,"1,157.00",25 Apr 2024
BE0003851681,BE0003851681-XBRU,Aedifica,AED,AED,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,,Health Care REITs,EURONEXT:AED,BE0003851681,aedifica,fund,1164147.6,3019615092.3184,USD,Finance,Real Estate Investment Trusts,True,EURONEXT,Belgium,EUR,1.07119,30.196150923184,0.01247023267644,0.0004,欧洲,,,,,,,Aedifica,,金融,房地产,房地产投资信托,比利时,0.0028053045638792,"XBRU, XAMS",EUR,60.15,1.6,15:28 CEST26 Apr 2024,59.20,25 Apr 2024
IT0001384590,IT0001384590-MTAA,Aeffe,AEF,AEF,D,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,D15,,Clothing and Accessories,MIL:AEF,IT0001384590,aeffe-spa,stock,13630.624,84573340.33929999,USD,Consumer Non-Durables,Apparel/Footwear,True,MIL,Italy,EUR,1.07119,0.845733403393,0.0001460098812256,0.0002,欧洲,True,MIL:AEF,AEFFE,,,,Aeffe,,消费,日常消费,服装鞋类,意大利,2.493580749480279e-05,MTAA,EUR,0.784,-0.76,14:47 CEST26 Apr 2024,0.79,25 Apr 2024
FR001400J770,FR001400J770-XPAR,法国航空,AF,AF,B,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,CX,Airlines,EURONEXT:AF,FR001400J770,air-france-klm,stock,5831577.6,2718794948.9735,USD,Transportation,Airlines,True,EURONEXT,France,EUR,1.07119,27.187949489734997,0.06246727609344,0.0023,欧洲,True,EURONEXT:AF,AIR FRANCE -KLM,,,法国航空,Air France-KLM,,制造业,运输,航空公司,法国,0.0125576747184904,"XPAR, XAMS",EUR,9.842,1.57,15:33 CEST26 Apr 2024,9.69,25 Apr 2024
BE0003755692,BE0003755692-XBRU,Agfa-Gevaert,AGFB,AGFB,D,EUR,320,EBR,XBRU,Euronext Brussels,belgium,False,R,,Electronic Equipment: Gauges and Meters,EURONEXT:AGFB,BE0003755692,agfa-gevaert,stock,49635.454,192315981.6136,USD,Consumer Durables,Electronics/Appliances,True,EURONEXT,Belgium,EUR,1.07119,1.923159816136,0.0005316900197026,0.0003,欧洲,True,EURONEXT:AGFB,AGFA-GEVAERT,,,,Agfa-Gevaert,,消费,可选消费,电子电器,比利时,6.023014666425269e-05,XBRU,EUR,1.166,0.69,15:18 CEST26 Apr 2024,1.158,25 Apr 2024
IT0001137345,IT0001137345-MTAA,AUTOGRILL SPA,AGL,AGL,B,EUR,608,MIL,MTAA,Borsa Italiana S.p.A.,italy,False,CX,D15,Restaurants and Bars,,,,,,,,,,,,,,,,,,,,,,,,,AUTOGRILL SPA,,,,,,,,,,,,,
NL0000303709,NL0000303709-XAMS,AEGON,AGN,AGN,B,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Life Insurance,EURONEXT:AGN,BMG0112X1056,aegon,stock,17445751.776,10566027482.1166,USD,Finance,Multi-Line Insurance,True,EURONEXT,Netherlands,EUR,1.07119,105.660274821166,0.1868771484493344,0.0018,欧洲,True,EURONEXT:AGN,AEGON,,,AEGON,Aegon,荷兰全球保险,金融,保险,多险种保险,荷兰,0.0576800312240089,,,,,,,
BE0974264930,BE0974264930-XBRU,Ageas SA,AGS,AGS,B,EUR,320,EBR,XBRU,Euronext Brussels,belgium,True,R,CX,Life Insurance,EURONEXT:AGS,BE0974264930,ageas,stock,3121672.8000000003,8573342555.9949,USD,Finance,Multi-Line Insurance,True,EURONEXT,Belgium,EUR,1.07119,85.733425559949,0.03343904686632,0.0004,欧洲,True,EURONEXT:AGS,AGEAS,,,,Ageas SA,,金融,保险,多险种保险,比利时,0.0003772525053843,XBRU,EUR,43.62,0.37,15:33 CEST26 Apr 2024,43.46,25 Apr 2024
FR0000120073,FR0000120073-XPAR,Air Liquide,AI,AI,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Specialty Chemicals,EURONEXT:AI,FR0000120073,liquide,stock,26129575.52,103120020059.1198,USD,Process Industries,Chemicals: Specialty,True,EURONEXT,France,EUR,1.07119,1031.200200591198,0.279897400012688,0.0003,欧洲,True,EURONEXT:AI,AIR LIQUIDE,,,Air Liquide,Air Liquide,Air Liquide,制造业,化工,特殊化学品,法国,0.0008715283980978,XPAR,EUR,184.16,0.29,15:33 CEST26 Apr 2024,183.62,25 Apr 2024
NL0000235190,NL0000235190-XPAR,空客,AIR,AIR,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,,Aerospace,EURONEXT:AIR,NL0000235190,airbus,stock,105444232.74,134590626812.95148,USD,Electronic Technology,Aerospace & Defense,True,EURONEXT,France,EUR,1.07119,1345.906268129515,1.129508076687606,0.0008,欧洲,True,EURONEXT:AIR,Airbus,,,空客,AIRBUS,空客,制造业,机械,航空航天与国防,法国,0.1721499746773002,XPAR,EUR,155.68,-1.79,15:33 CEST26 Apr 2024,158.52,25 Apr 2024
NL0000018034,NL0000018034-XAMS,Ajax,AJAX,AJAX,D,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,False,R,,Recreational Services,EURONEXT:AJAX,NL0000018034,afc-ajax-nv,stock,31057.5,204528122.9639,USD,Consumer Durables,Recreational Products,True,EURONEXT,Netherlands,EUR,1.07119,2.045281229639,0.00033268483425,0.0002,欧洲,True,EURONEXT:AJAX,AFC AJAX NV,,,,Ajax,,消费,可选消费,休闲产品,荷兰,0.0001229024176261,XAMS,EUR,10.25,-1.44,13:18 CEST26 Apr 2024,10.40,25 Apr 2024
FR0010313833,FR0010313833-XPAR,阿科玛,AKE,AKE,A,EUR,710,EPA,XPAR,Euronext Paris,france,True,R,CX,Chemicals: Diversified,EURONEXT:AKE,FR0010313833,arkema,stock,1733264.25,7579794571.368,USD,Process Industries,Chemicals: Major Diversified,True,EURONEXT,France,EUR,1.07119,75.79794571368,0.018566553319575,0.0002,欧洲,True,EURONEXT:AKE,ARKEMA,,,阿科玛,Arkema,,制造业,化工,化学原料,法国,0.0008086945883035,XPAR,EUR,95.30,0.74,15:32 CEST26 Apr 2024,94.60,25 Apr 2024
FR0000053027,FR0000053027-XPAR,AKWEL,MGIC,AKW,D,EUR,710,EPA,XPAR,Euronext Paris,france,False,R,,Auto Parts,EURONEXT:AKW,FR0000053027,akwel,stock,9191.68,389455807.1658,USD,Producer Manufacturing,Auto Parts: OEM,True,EURONEXT,France,EUR,1.07119,3.894558071658,9.8460356992e-05,0.0,欧洲,True,EURONEXT:AKW,AKWEL,,,,AKWEL,,制造业,汽车,汽车零部件,法国,3.561735359041264e-05,XPAR,EUR,13.30,-2.06,15:24 CEST26 Apr 2024,13.58,25 Apr 2024
NL0013267909,NL0013267909-XAMS,AkzoNobel,AKZA,AKZA,A,EUR,200,EAM,XAMS,Euronext Amsterdam,netherlands,True,R,CX,Specialty Chemicals,EURONEXT:AKZA,NL0013267909,akzo-nobel,stock,9321760.0,11333488515.2448,USD,Process Industries,Industrial Specialties,True,EURONEXT,Netherlands,EUR,1.07119,113.334885152448,0.099853760944,0.0009,欧洲,True,EURONEXT:AKZA,AKZO NOBEL,,,AkzoNobel,Akzo Nobel,AkzoNobel,制造业,化工,特种工业品,荷兰,0.0114161527657825,XAMS,EUR,62.76,1.36,15:33 CEST26 Apr 2024,61.92,25 Apr 2024
FR0013341781,FR0013341781-ALXP,2Crsi SA,2CRSI,AL2SI,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Computer Services,EURONEXT:AL2SI,FR0013341781,,stock,62604.619999999995,87432329.3422,USD,Electronic Technology,Computer Processing Hardware,True,EURONEXT,France,EUR,1.07119,0.874323293422,0.000670614428978,0.0008,欧洲,True,EURONEXT:AL2SI,2CRSI,,,,2Crsi SA,,科技,电子,计算机设备,法国,0.0002952272977453,,,,,,,
FR0014005OJ5,FR0014005OJ5-ALXP,ACTICOR BIOTECH,ALACT,ALACT,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Biotechnology,EURONEXT:ALACT,FR0014005OJ5,,stock,620692.7919999999,4563170.3297,USD,Health Technology,Biotechnology,True,EURONEXT,France,EUR,1.07119,0.045631703297,0.0066487991186248,0.1457,欧洲,True,EURONEXT:ALACT,ACTICOR BIOTECH,,,,ACTICOR BIOTECH,,医药,医疗,生物技术,法国,1.6018273318346454,,,,,,,
FR0014005AC9,FR0014005AC9-ALXP,AFYREN,ALAFY,ALAFY,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Specialty Chemicals,EURONEXT:ALAFY,FR0014005AC9,afyren,stock,65393.02999999999,69786082.8779,USD,Health Technology,Biotechnology,True,EURONEXT,France,EUR,1.07119,0.697860828779,0.0007004835980569,0.001,欧洲,True,EURONEXT:ALAFY,AFYREN,,,,AFYREN,,医药,医疗,生物技术,法国,4.162416447072309e-05,,,,,,,
FR0014004339,FR0014004339-ALXP,E PANGO,ALAGO,ALAGO,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Alternative Electricity,,,,,,,,,,,,,,,,,,,,,,,,,E PANGO,,,,,,,,,,,,,
FR0013452281,FR0013452281-ALXP,Agripower France SASU,ALAGP,ALAGP,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Renewable Energy Equipment,EURONEXT:ALAGP,FR0013452281,,stock,4477.5,3462503.968,USD,Utilities,Electric Utilities,True,EURONEXT,France,EUR,1.07119,0.03462503968,4.796253225000001e-05,0.0014,欧洲,True,EURONEXT:ALAGP,AGRIPOWER,,,,Agripower France SASU,,公用事业,电力,电力公司,法国,5.040368343400967e-06,,,,,,,
FR0010641449,FR0010641449-ALXP,AgroGeneration,ALAGR,ALAGR,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Farming/Fishing/Ranching and Plantations,EURONEXT:ALAGR,FR0010641449,agrogeneration,stock,2826.0672,8672714.065299999,USD,Process Industries,Agricultural Commodities/Milling,True,EURONEXT,France,EUR,1.07119,0.086727140653,3.0272549239680003e-05,0.0003,欧洲,True,EURONEXT:ALAGR,AGROGENERATION,,,,AgroGeneration,,制造业,化工,农产品,法国,9.399630706075813e-05,,,,,,,
FR0014003V77,FR0014003V77-ALXP,AIRWELL,ALAIR,ALAIR,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Household Appliance,EURONEXT:ALAIR,FR0014003V77,,stock,7920.0,31501444.55,USD,Distribution Services,Wholesale Distributors,True,EURONEXT,France,EUR,1.07119,0.3150144455,8.4838248e-05,0.0003,欧洲,True,EURONEXT:ALAIR,GROUPE AIRWELL,,,,AIRWELL,,消费,经销商,批发经销商,法国,2.112637187981231e-05,,,,,,,
GB00BNKGZC51,GB00BNKGZC51-ALXP,AMA CORPORATION,ALAMA,ALAMA,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Professional Business Support Services,EURONEXT:ALAMA,GB00BNKGZC51,,stock,4258.67,9706066.3566,USD,Electronic Technology,Computer Communications,True,EURONEXT,United Kingdom,EUR,1.07119,0.097060663566,4.561844717300001e-05,0.0005,欧洲,True,EURONEXT:ALAMA,AMA CORPORATION,,,,AMA CORPORATION,,科技,电子,计算机通讯,法国,0.0,,,,,,,
FR0010340711,FR0010340711-ALXP,Aquila,ALAQU,ALAQU,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Professional Business Support Services,EURONEXT:ALAQU,FR0010340711,,stock,286.7,8318788.5,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,France,EUR,1.07119,0.083187885,3.0711017300000003e-06,0.0,欧洲,True,EURONEXT:ALAQU,AQUILA,,,,Aquila,,消费,商业服务,综合商业,法国,2.862715206171711e-07,,,,,,,
FR0013284627,FR0013284627-ALXP,Adeunis SA,ALARF,ALARF,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Electronic Equipment: Gauges and Meters,,,,,,,,,,,,,,,,,,,,,,,,,Adeunis SA,,,,,,,,,,,,,
FR0000076887,FR0000076887-ALXP,AST Groupe,ASP,ALAST,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Home Construction,EURONEXT:ALAST,FR0000076887,ast-groupe,stock,2085.336,5420673.8373,USD,Consumer Durables,Homebuilding,True,EURONEXT,France,EUR,1.07119,0.0542067383729999,2.233791069840001e-05,0.0004,欧洲,True,EURONEXT:ALAST,A.S.T.,,,,AST Groupe,,制造业,建筑业,住宅建筑,法国,9.523377453606951e-06,,,,,,,
FR0010478248,FR0010478248-ALXP,Atari,ATA,ALATA,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Electronic Entertainment,EURONEXT:ALATA,FR0010478248,atari,stock,12157.938,59321095.2164,USD,Technology Services,Packaged Software,True,EURONEXT,France,EUR,1.07119,0.593210952164,0.0001302346160622,0.0002,欧洲,True,EURONEXT:ALATA,ATARI S.A.,,,,Atari,,科技,IT技术,软件开发,法国,8.07469224005702e-06,,,,,,,
FR0000076655,FR0000076655-ALXP,Actia Group,ATI,ALATI,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Electronic Equipment: Gauges and Meters,EURONEXT:ALATI,FR0000076655,actia,stock,78104.0,87523995.848,USD,Producer Manufacturing,Auto Parts: OEM,True,EURONEXT,France,EUR,1.07119,0.87523995848,0.0008366422376,0.001,欧洲,True,EURONEXT:ALATI,ACTIA,,,,Actia Group,,制造业,汽车,汽车零部件,法国,0.0004167007648819,,,,,,,
FR00140059B5,FR00140059B5-ALXP,AUDACIA,ALAUD,ALAUD,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Asset Managers and Custodians,EURONEXT:ALAUD,FR00140059B5,,stock,691.4200000000001,18868793.0,USD,Finance,Investment Managers,True,EURONEXT,France,EUR,1.07119,0.18868793,7.406421898000001e-06,0.0,欧洲,True,EURONEXT:ALAUD,AUDACIA,,,,AUDACIA,,金融,资产管理,投资经理,法国,9.19585480373412e-06,,,,,,,
FR0013183589,FR0013183589-ALXP,Aures Technologies SA,AURS,ALAUR,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Computer Hardware,EURONEXT:ALAUR,FR0013183589,aures-technologies,stock,28987.199999999997,25710071.3375,USD,Electronic Technology,Computer Processing Hardware,True,EURONEXT,France,EUR,1.07119,0.257100713375,0.00031050798768,0.0012,欧洲,True,EURONEXT:ALAUR,AURES TECHNOLOGIES S.A.,,,,Aures Technologies SA,,科技,电子,计算机设备,法国,0.0,,,,,,,
FR0000053043,FR0000053043-ALXP,Advini,ADVI,ALAVI,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Distillers and Vintners,EURONEXT:ALAVI,FR0000053043,advini,stock,1631.6999999999998,62121462.237,USD,Consumer Non-Durables,Beverages: Alcoholic,True,EURONEXT,France,EUR,1.07119,0.6212146223699999,1.747860723e-05,0.0,欧洲,True,EURONEXT:ALAVI,ADVINI,,,,Advini,,消费,食品饮料,酒,法国,2.3239171167831037e-05,,,,,,,
FR0000035305,FR0000035305-ALXP,BD Multimdia,ALBDM,ALBDM,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Consumer Digital Services,EURONEXT:ALBDM,FR0000035305,,stock,1732.15,5217344.625,USD,Commercial Services,Miscellaneous Commercial Services,True,EURONEXT,France,EUR,1.07119,0.05217344625,1.8554617585e-05,0.0004,欧洲,True,EURONEXT:ALBDM,BD MULTI MEDIA,,,,BD Multimdia,,消费,商业服务,综合商业,法国,0.0001800303976134,,,,,,,
FR0010202606,FR0010202606-ALXP,Sidetrade,ALBFR,ALBFR,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Software,EURONEXT:ALBFR,FR0010202606,sidetrade,stock,15159.0,243198327.2163,USD,Technology Services,Packaged Software,True,EURONEXT,France,EUR,1.07119,2.431983272163,0.0001623816921,0.0001,欧洲,True,EURONEXT:ALBFR,SIDETRADE,,,,Sidetrade,,科技,IT技术,软件开发,法国,1.3801282674067991e-05,,,,,,,
FR0000124414,FR0000124414-ALXP,Gascogne,ALBI,ALBI,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Containers and Packaging,EURONEXT:ALBI,FR0000124414,gascogne,stock,6637.5,93032343.6017,USD,Process Industries,Pulp & Paper,True,EURONEXT,France,EUR,1.07119,0.930323436017,7.110023625000001e-05,0.0001,欧洲,True,EURONEXT:ALBI,GASCOGNE,,,,Gascogne,,制造业,化工,造纸,法国,0.0,,,,,,,
FR0011005933,FR0011005933-ALXP,Biosynex SA,ALBIO,ALBIO,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Medical Equipment,EURONEXT:ALBIO,FR0011005933,biosynex,stock,27396.199999999997,47557921.7241,USD,Health Technology,Medical Specialties,True,EURONEXT,France,EUR,1.07119,0.475579217241,0.00029346535478,0.0006,欧洲,True,EURONEXT:ALBIO,BIOSYNEX,,,,Biosynex SA,,医药,医疗,医疗器械,法国,2.7016684379742273e-05,,,,,,,
FR0014003711,FR0014003711-ALXP,OBIZ,ALBIZ,ALBIZ,D,EUR,710,EPA,ALXP,Euronext Paris,france,False,R,,Consumer Digital Services,EURONEXT:ALBIZ,FR0014003711,,stock,3576.96,35038780.06999999,USD,Technology Services,Internet Software/Services,True,EURONEXT,France,EUR,1.07119,0.3503878006999999,3.8316037824000005e-05,0.0001,欧洲,True,EURONEXT:ALBIZ,OBIZ S.A.,,,,OBIZ,,科技,IT技术,互联网,法国,6.495277508381043e-05,,,,,,,
