,0,1,2,3,4,5,6,7,8,9,10,11
1215,IT0005497885-EXGM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1216,IT0005421646-EXGM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1217,FR0000066607-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
1218,FR0000130213-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
1219,IT0004210289-MTAA,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
1220,FR0004027068-ALXP,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1221,FR0013308582-ALXP,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
1222,FR0000032278-XPAR,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201010,Aerospace,,,
1223,FR0006864484-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1224,NL0010545679-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1225,FR0013204336-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
1226,NO0010167331-MERK,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1227,FR0000121295-ALXP,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1228,FR0000065484-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1229,FR0010307819-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
1230,IT0003856405-MTAA,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201020,Defense,,,
1231,IT0003856405-MTAH,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201020,Defense,,,
1232,IT0004973696-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1233,FR001400F2Z1-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201070,Consumer Services: Misc.,,,
1234,NO0003096208-XOSL,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
1235,FR0014003I41-XMLI,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101015,Real Estate Services,,,
1236,FR0007080254-ALXP,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501025,Hotels and Motels,,,
1237,FR0000033599-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203010,Consumer Electronics,,,
1238,FR0014009YQ1-XPAR,60,Energy,6010,Energy,601020,Alternative Energy,60102010,Alternative Fuels,,,
1239,NO0010591191-MERK,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1240,IT0005469272-EXGM,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205010,Industrial Suppliers,,,
1241,FR0004156297-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1242,NO0010894231-XOSL,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1243,PTLIG0AE0002-XLIS,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205030,Forms and Bulk Printing Services,,,
1244,FR0000050353-XPAR,50,Industrials,5020,Industrial Goods and Services,502010,Aerospace and Defense,50201010,Aerospace,,,
1245,PTLIT0AE0005-ENXL,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205030,Forms and Bulk Printing Services,,,
1246,BE0974334667-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
1247,ES0105089009-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1248,FR0004170017-XPAR,20,Health Care,2010,Health Care,201010,Health Care Providers,20101010,Health Care Facilities,,,
1249,FR0004155208-XMLI,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1250,FR0000044943-ALXP,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
1251,FR0006205019-XMLI,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1252,IT0005337073-EXGM,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501040,Restaurants and Bars,,,
1253,IT0005541336-MTAA,40,Consumer Discretionary,4050,Travel and Leisure,405010,Travel and Leisure,40501020,Casinos and Gambling,,,
1254,BE0003604155-XBRU,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
1255,NL0010998878-XAMS,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1256,FR0011884378-ALXP,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
1257,IT0004522162-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1258,NO0010927288-MERK,40,Consumer Discretionary,4020,Consumer Products and Services,402010,Consumer Services ,40201010,Education Services,,,
1259,FR0000038242-XPAR,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1260,IT0005107492-MTAA,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101025,Building: Climate Control,,,
1261,IT0005013013-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
1262,FR0000121014-MTAH,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1263,FR0000121014-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1264,FR0000121014-BGEM,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1265,NO0010405780-MERK,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1266,NO0010976343-MERK,65,Utilities,6510,Utilities,651020,Gas,Water and Multi-utilities,65102030,Water,,
1267,FR00140085W6-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102045,Retail REITs,,,
1268,FR0013270626-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1269,FR0012634822-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1270,ES0105665006-ENXL,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102040,Residential REITs,,,
1271,FR0010328302-XMLI,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202025,Electronic Equipment: Gauges and Meters,,,
1272,FR0010827741-XMLI,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1273,IT0005525347-EXGM,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201020,Specialty Chemicals,,,
1274,NO0010187032-XOSL,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
1275,IT0004931058-MTAA,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
1276,FR0000061657-XMLI,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1277,FR0011092089-XMLI,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1278,FR0013153541-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202015,Household Furnishings,,,
1279,LU2382956378-XAMS,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1280,ES0105463006-ALXP,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1281,IE00BVGC3741-XESM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1282,FR0000030074-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101010,Brewers,,
1283,FR0000038606-XPAR,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204020,Machinery: Construction and Handling,,,
1284,IT0005364333-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1285,ES0105447009-XMLI,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
1286,US5658491064-TNLB,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101010,Oil: Crude Producers,,
1287,FR0013400835-ALXP,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205025,Business Training and Employment Agencies,,,
1288,IS0000000388-XAMS,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204050,Machinery: Specialty,,,
1289,MA0000011488-XPAR,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1290,IT0003428445-MTAA,45,Consumer Staples ,4520,Personal Care,Drug and Grocery Stores ,452010,Personal Care,Drug and Grocery Stores ,45201010,Food Retailers and Wholesalers,
1291,PTMFR0AM0003-XLIS,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
1292,IT0004376858-EXGM,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
1293,IT0004125677-EXGM,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1294,FR0004155687-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
1295,FR0013472446-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202025,Household Equipment and Products,,,
1296,IT0005388449-EXGM,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
1297,FR0010609263-XPAR,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1298,FR0000051070-XPAR,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101010,Oil: Crude Producers,,
1299,BE0974404361-MLXB,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101025,Auto Parts,,,
1300,FR0000060873-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1301,FR0013066313-XPAR,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101015,Distillers and Vintners,,
1302,FR0011742329-XPAR,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
1303,FR0014006PT9-XMLI,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1304,BE0003844611-XBRU,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1305,FR0010844464-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1306,FR0000064404-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
1307,PTGMC0AM0003-XLIS,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102010,Cable Television Services,,,
1308,IT0005324105-XMLI,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1309,IT0005380438-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1310,FR0011049824-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1311,IT0005460149-EXGM,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1312,FR0004065605-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1313,IT0000062957-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1314,IT0000062957-MTAH,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1315,IT0004844848-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1316,NO0010159684-XOSL,20,Health Care,2010,Health Care,201020,Medical Equipment and Services,20102010,Medical Equipment,,,
1317,IT0005450173-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1318,BE0165385973-XBRU,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1319,NO0006001908-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1320,NL00150003D3-XOSL,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1321,FR0010298620-XPAR,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102010,Semiconductors,,,
1322,DE0007100000-MTAH,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
1323,DE0007100000-BGEM,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101020,Automobiles,,,
1324,FR0010241638-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102045,Retail REITs,,,
1325,DE0006599905-BGEM,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1326,ES0105559001-XMLI,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
1327,ES0105025003-XLIS,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
1328,FR0000039620-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
1329,IT0005481855-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1330,FR0004177046-XPAR,55,Basic Materials,5520,Chemicals,552010,Chemicals,55201000,Chemicals: Diversified,,,
1331,FR0010492181-XMLI,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
1332,FR00140066X4-ALXP,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102030,Computer Hardware,,,
1333,FR0011217710-ALXP,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
1334,BE0974328602-XMLI,20,Health Care,2010,Health Care,201010,Health Care Providers,20101025,Health Care Services,,,
1335,FR0000053225-XPAR,40,Consumer Discretionary,4030,Media,403010,Media,40301035,Radio and TV Broadcasters,,,
1336,IT0005450819-ALXP,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1337,NL0015000MZ1-MTAH,40,Consumer Discretionary,4030,Media,403010,Media,40301035,Radio and TV Broadcasters,,,
1338,NL0015000MZ1-MTAA,40,Consumer Discretionary,4030,Media,403010,Media,40301035,Radio and TV Broadcasters,,,
1339,NL0015000N09-MTAA,40,Consumer Discretionary,4030,Media,403010,Media,40301035,Radio and TV Broadcasters,,,
1340,NL0015000N09-MTAH,40,Consumer Discretionary,4030,Media,403010,Media,40301035,Radio and TV Broadcasters,,,
1341,FR0010204453-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203050,Recreational Products,,,
1342,FR0010353888-ALXP,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202025,Electronic Equipment: Gauges and Meters,,,
1343,FR001400AJ45-XPAR,40,Consumer Discretionary,4010,Automobiles and Parts,401010,Automobiles and Parts,40101015,Tires,,,
1344,FR0000077570-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1345,US5949181045-MTAH,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1346,US5949181045-BGEM,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1347,US5949181045-TNLB,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1348,FR0010500363-XMLI,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
1349,BE0003731453-XBRU,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451010,Beverages,45101020,Soft Drinks,,
1350,FR0013053535-ALXP,40,Consumer Discretionary,4020,Consumer Products and Services,402020,Household Goods and Home Construction,40202015,Household Furnishings,,,
1351,IE00BD64C665-XESM,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204000,Machinery: Industrial,,,
1352,FR0004172450-ALXP,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
1353,NO0010895022-MERK,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1354,IT0005427510-EXGM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202015,Investment Services,,,
1355,BE0974283153-XBRU,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1356,IT0001447348-MTAA,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1357,NL0009312842-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1358,FR001400IQJ9-XMLI,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202025,Electronic Equipment: Gauges and Meters,,,
1359,FR00140050Q2-ALXP,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
1360,GB00BY7QYJ50-XMSM,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1361,FR001400H3A0-ALXP,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205020,Professional Business Support Services,,,
1362,FR0000076986-XPAR,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1363,IT0004965148-MTAA,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1364,IT0001469383-MTAA,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
1365,IT0001447785-MTAA,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1366,FR0011443266-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1367,CH0274177580-EXGM,40,Consumer Discretionary,4030,Media,403010,Media,40301010,Entertainment,,,
1368,IT0005338139-EXGM,40,Consumer Discretionary,4020,Consumer Products and Services,402040,Personal Goods,40204020,Clothing and Accessories,,,
1369,IT0000066016-MTAA,40,Consumer Discretionary,4030,Media,403010,Media,40301030,Publishing,,,
1370,BE0003853703-XBRU,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102020,Industrial REITs,,,
1371,ES0105549002-XMLI,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102020,Industrial REITs,,,
1372,PTMNN0AE0006-ENXL,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101015,Real Estate Services,,,
1373,NL0000488153-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1374,NL0000488161-XBRU,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202000,Diversified Financial Services ,,,
1375,CWN814651014-XAMS,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205025,Business Training and Employment Agencies,,,
1376,NO0010694029-XOSL,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1377,PTMEN0AE0005-XLIS,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
1378,GB00BMXH3352-XAMS,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1379,FR0011033083-ALXP,55,Basic Materials,5510,Basic Resources,551010,Industrial Materials,55101010,Forestry,,,
1380,BE0003602134-XBRU,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101010,Construction,,,
1381,NO0003054108-XOSL,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
1382,NO0010791353-XOSL,50,Industrials,5020,Industrial Goods and Services,502060,Industrial Transportation,50206030,Marine Transportation,,,
1383,NL0015268814-MERK,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
1384,FR0004034320-ALXP,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401025,Home Improvement Retailers,,,
1385,NO0010734338-XOSL,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101015,Engineering and Contracting Services,,,
1386,DE0008430026-TNLB,30,Financials,3030,Insurance,303020,Non-life Insurance,30302020,Reinsurance,,,
1387,FR0013462231-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1388,DE0008430026-MTAH,30,Financials,3030,Insurance,303020,Non-life Insurance,30302020,Reinsurance,,,
1389,DE0008430026-BGEM,30,Financials,3030,Insurance,303020,Non-life Insurance,30302020,Reinsurance,,,
1390,ES0105697009-XMLI,30,Financials,3020,Financial Services,302020,Investment Banking and Brokerage Services ,30202010,Asset Managers and Custodians,,,
1391,IT0004195308-MTAA,30,Financials,3020,Financial Services,302010,Finance and Credit Services,30201020,Consumer Lending,,,
1392,FR0011277391-XPAR,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102000,Diversified REITs,,,
1393,NO0010974983-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
1394,FR0013482791-XPAR,40,Consumer Discretionary,4020,Consumer Products and Services,402030,Leisure Goods,40203040,Electronic Entertainment,,,
1395,NL0015000CG2-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
1396,NL0015000CF4-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
1397,NL0015000CH0-XAMS,30,Financials,3020,Financial Services,302050,Open End and Miscellaneous Investment Vehicles,30205000,Open End and Miscellaneous Investment Vehicles,,,
1398,FR0014003J32-ALXP,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1399,FR0011341205-XPAR,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1400,DK0060520450-XOSL,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
1401,NO0010205966-XOSL,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1402,NL0000371243-XAMS,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202020,Electronic Equipment: Control and Filter,,,
1403,NO0003049405-XOSL,50,Industrials,5020,Industrial Goods and Services,502040,Industrial Engineering,50204020,Machinery: Construction and Handling,,,
1404,NO0010081235-XOSL,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
1405,FR0004157543-XMLI,10,Technology,1010,Technology,101010,Software and Computer Services,10101020,Consumer Digital Services,,,
1406,IT0005275778-MTAA,55,Basic Materials,5510,Basic Resources,551010,Industrial Materials,55101015,Paper,,,
1407,FR0011675362-XPAR,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
1408,FR0011636083-ALXP,50,Industrials,5010,Construction and Materials,501010,Construction and Materials,50101035,Building Materials: Other,,,
1409,IT0005497018-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1410,FR001400HDX0-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1411,NL0015000RT3-XAMS,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1412,FR0004154060-ALXP,15,Telecommunications,1510,Telecommunications,151020,Telecommunications Service Providers ,15102015,Telecommunications Services,,,
1413,FR0000072993-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
1414,IT0005545675-MTAA,40,Consumer Discretionary,4040,Retail,404010,Retailers ,40401010,Diversified Retailers,,,
1415,BE0003680916-MLXB,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1416,FR0004050250-XPAR,10,Technology,1010,Technology,101010,Software and Computer Services,10101010,Computer Services,,,
1417,GRS802003004-EXGM,10,Technology,1010,Technology,101010,Software and Computer Services,10101015,Software,,,
1418,NL0009822014-XAMS,65,Utilities,6510,Utilities,651010,Electricity,65101010,Alternative Electricity,,,
1419,IT0005385213-MTAA,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
1420,BE0003832491-MLXB,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102020,Food Products,,
1421,FR0000044448-XPAR,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202010,Electrical Components,,,
1422,IT0005366767-MTAA,50,Industrials,5020,Industrial Goods and Services,502050,Industrial Support Services,50205015,Transaction Processing Services,,,
1423,FR0010112524-XPAR,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1424,NO0010629108-XOSL,10,Technology,1010,Technology,101020,Technology Hardware and Equipment,10102015,Electronic Components,,,
1425,IT0005330516-MTAA,35,Real Estate,3510,Real Estate,351010,Real Estate Investment and Services,35101010,Real Estate Holding and Development,,,
1426,FR0004171346-ALXP,40,Consumer Discretionary,4030,Media,403010,Media,40301020,Media Agencies,,,
1427,BE0003770840-XBRU,35,Real Estate,3510,Real Estate,351020,Real Estate Investment Trusts,35102030,Office REITs,,,
1428,FR0014003XT0-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103010,Biotechnology,,,
1429,FR0012650166-XPAR,60,Energy,6010,Energy,601020,Alternative Energy,60102020,Renewable Energy Equipment,,,
1430,FR0013018124-ALXP,20,Health Care,2010,Health Care,201030,Pharmaceuticals and Biotechnology,20103015,Pharmaceuticals,,,
1431,NO0010733082-MERK,30,Financials,3010,Banks,301010,Banks,30101010,Banks,,,
1432,NL0010773842-XAMS,30,Financials,3030,Insurance,303010,Life Insurance,30301010,Life Insurance,,,
1433,FI0009000681-XPAR,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
1434,FI0009000681-MTAH,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
1435,FI0009000681-BGEM,15,Telecommunications,1510,Telecommunications,151010,Telecommunications Equipment,15101010,Telecommunications Equipment,,,
1436,NO0010360019-MERK,60,Energy,6010,Energy,601010,Oil,Gas and Coal,60101030,Oil Equipment and Services,,
1437,NO0010856511-XOSL,50,Industrials,5020,Industrial Goods and Services,502020,Electronic and Electrical Equipment,50202040,Electronic Equipment: Other,,,
1438,NO0010892912-MERK,45,Consumer Staples ,4510,Food,Beverage and Tobacco ,451020,Food Producers,45102010,Farming,Fishing,Ranching and Plantations
